,KOUN%TOTQ,KOEMPTOTO,KOEMPWREP,KOPOPACTE,KOHWRWEMP,KOIMPCONA,KOWRCCNSE,KOWRCDURE,KOWRCSEME,KOWRCNODE,KOCREU..A,KOCSMTTOA,KOCONPRCF,KOCPCOREF,KOCPEXFEF,KOMSCONGG,KOPICONGG,KOSIAI..E,KOSIAWRTE,KOSIAHOTE,KOMPCONDG,KOMPCONNG,KOMPCONGG,KOBSIHAPR,KOBSIBNER,KOBSIBNMR,KOBSIEMAR,KOCNFCONR,KOCSHHLMR,KOCSHHEMR,KOCSPHIMR,KOCSPSPMR,KOCSECDMR,KOCSECEMR,KOCSEMEMR,KOCSEOHSR,KOCSEOHDR,KODBLNHSA,KOCALL.,KOLRLTHH,KOUS$...,KOCNPER.D,KOEXPGDSA,KOEXCHINA,KOIMPGDSA,KOEXPPRCF,KOIMPPRCF,KONETTRDF,KOPROPRCF,KOPPSRM.F,KOEQUIPTE,KONEWCONA,KOVALCONA,KOPSMANUG,KOPIMANUG,KOIPALL.G,KOCYLEADR,KOROCOINF,KOBSESI.R,KOCOBUSIR,KOCNFBUSR,KOBSIXMER,KOBSIBCOQ,KOBFDSAAF,KOBFXSAAF,KOBSIBCEQ,KOGDP...D,KOCNGOV.D,KOEXNGS.D,KOIMNGS.D,KOEMPMANF,KOEMPCONF,KOIMPGDDA,KOEQUIMAE,KOEQUITTE,KOCONPMTH,KOCONSTRP,KOMSCAPGG,KOPICAPGG,KOSIARRLE,KOSSBFMBE,KOIPMIMAG,KOMPRI30G,KOMPCAPGG,KOBSIIMPR,KOBSIIMER,KOBFINAAF,KOBUSINVR,KODBLNEQA,KOLRLTCO,KO3YEARC,KOSHRPRCF,KOGFCF..D,KOGCFCNSD,KOGCFFNVD,KOBSIBAPR,KOEXPMOVH,KOEXPSCOH,KOIPCHXPG,KOIPCOMPG,KOIPVECHG,KOIPXBSBG,pmiall,pmiout,KORFBEV_agg,KORWHLS_agg,KORMCMP_agg,KORELEC_agg,KORCNST_agg,KORMACH_agg,A001_agg,GSCITOT_agg,KOBDY10_agg,KOCBNG3_agg,KORCOMP_agg,USSKORW_agg,USEPUPO_agg
2010-10-31,-0.097076794,0.240634062,0.051696437,0.139801505,-0.144691151,7.262128177,-0.755671102,-0.838227875,1.248215918,-1.728438091,-1.864171868,-0.709328608,0.0,0.0,0.0,-2.186798664,1.626052087,0.357782135,-1.948113557,0.078957762,-3.766135464,0.11191943,-0.184672259,0.0,-1.0,2.4,0.9,-0.4,1.0,-1.0,0.0,1.0,-5.0,-2.0,-2.0,0.0,-2.0,0.082475242,0.0,-0.01,-3.804061438,,9.50417546,6.32356358,5.554858946,-2.995125326,-1.264480644,-0.842729142,0.369838104,1.031376674,-0.23894874,-72.23382195,-3.105507174,-0.333148559,0.298507684,0.710062155,-0.278940209,-0.131492458,-3.0,1.9,-1.0,-2.0,2.5,1.1,-0.7,1.1,,,,,-0.166250903,-0.721696895,4.329384752,-0.666669136,1.874604282,19.95056517,15.97331441,1.066020755,2.312241742,-2.723673397,1.029168604,1.255007915,-0.657032872,1.4208346,-2.0,-1.0,-2.8,-3.5,1.027613996,-0.1,-0.04,0.539971917,,,,89.0,471.1,304.1,442.7,410.9,459.6,532.1,46.7,44.4,0.0139631301999999,0.047946536,0.0430213906,0.0058346822,0.0868345248,0.1412950538,4.1915,3.305800385,0.235,-0.235,1.140119043,-1.633420161,194.808
2010-11-30,-0.336198433,0.016574128,0.100505218,-0.331847655,-0.672035591,2.069396144,1.0062978,0.0,-0.958780116,2.460148673,8.072070232,3.196151145,-0.493544761,0.0,0.0,0.169923575,0.292825978,0.356506616,1.7335212,-0.792397173,-2.519024883,1.883712209,0.092378759,1.0,0.0,1.2,-1.2,3.3,2.0,3.0,1.0,1.0,6.0,4.0,1.0,2.0,1.0,-0.521912144,0.25,-0.06,0.244482597,,-4.916811453,2.276211475,4.409860021,0.560863084,1.918257932,-1.06847079,0.337820867,2.461357921,-3.654487058,47.35657171,5.578344265,1.654753698,-0.448096344,0.353149278,0.278940209,0.262812241,2.0,-0.1,-3.0,-7.0,1.3,-0.9,0.5,0.5,,,,,1.161440237,-0.957282737,2.427263554,-1.913395459,-7.718963869,38.8172727,10.20908822,2.25816047,1.277519149,-0.843886865,-2.185250844,0.45248946,1.223090646,-0.083022006,0.0,-2.0,0.7,0.2,1.272733711,-0.01,-0.1,1.144806804,,,,90.0,471.6,307.2,441.8,409.8,459.9,530.0,50.2,49.7,-0.01012806975,-0.00332281675,0.038501686,0.03112304325,-0.02939916375,-0.01736087775,-1.088,1.180125539,0.18,0.08,0.616241139,2.678430848,177.8
2010-12-31,0.325850207,0.384576097,0.439923065,0.72225529,-0.312910055,0.942802244,0.99627225,1.005033585,1.719240054,0.605695371,-2.739521436,2.241060511,0.390446063,0.292757396,0.301205047,1.51645703,5.545130454,0.709222831,0.642400496,2.668918226,5.873637132,2.386230359,2.642522781,3.0,4.0,7.9,0.8,-1.2,-1.0,-1.0,1.0,-1.0,-3.0,-3.0,-4.0,-1.0,-1.0,-1.498658647,0.0,-0.07,1.878010115,3.512604731,6.757130804,4.445212809,3.52501929,2.899911638,4.385421455,-0.989562775,0.925697063,4.712201731,1.600034135,12.59851217,6.427114791,0.87146521,2.513066473,1.168237585,0.139178867,0.654024568,-2.0,1.5,2.0,0.0,0.0,2.4,-4.8,0.8,5.606754793,4.896974979,18.65117948,19.44685748,0.313077421,-0.202657149,3.620449873,0.113571846,4.673043121,65.37841305,-25.00359972,-0.399521107,4.144239442,2.274185384,-0.700119546,1.789756946,4.268634777,-1.422023126,1.0,1.0,3.7,-0.4,0.373932347,0.12,0.13,7.40397151,14.4840864,13.94193471,11.29411485,90.0,473.1,316.0,442.8,411.9,462.2,532.2,53.9,55.9,0.0016328748,0.0191819654,0.0519764464,0.095222955,0.0349120524,-0.0051589046,-1.996,6.312397455,0.105,0.205,6.115430803,-2.254343793,175.61399999999998
2011-01-31,-0.18745796,-0.591950399,0.219356025,-0.78635272,-0.179879896,6.789327315,4.837702638,5.195973893,2.247285585,5.863343925,3.45736152,1.006358162,1.184928983,0.699140578,0.484653614,4.735578668,-5.837956432,2.213252835,2.94448191,0.386548607,2.645118609,-0.107238616,1.073355564,0.0,-5.0,-10.7,2.9,-1.5,-1.0,-3.0,1.0,2.0,-5.0,-8.0,8.0,0.0,2.0,-0.014646859,0.25,0.22,-2.423805163,,0.722367484,-9.85368822,4.692852899,-1.795551536,-0.466973809,-2.183381986,1.527360881,0.950516358,-0.244498899,-15.99310961,-8.316298115,2.991676104,-2.963179761,2.409755158,0.554786444,1.166571882,0.0,-2.6,-2.0,-3.0,0.2,-9.4,1.2,0.8,,,,,-0.325968702,-1.135209905,-9.906959754,-2.9956157,7.105260445,-95.46509255,-19.86680383,3.074739654,-5.707881819,1.875787707,2.085823012,3.057006608,-5.496953817,5.411156029,-1.0,0.0,-2.7,-0.4,1.515765626,0.19,-0.11,0.90906849,,,,87.0,469.1,320.9,443.0,415.7,471.3,533.6,53.5,53.6,0.019020875,0.0011138037499999,0.0506600515,0.0310090325,0.12458472075,0.0296060145,3.679,1.257397284,0.205,0.45,3.259485475,-1.780985126,107.91
2011-02-28,0.220018105,0.859864744,0.555174032,1.088071953,0.840142589,-19.97232771,-7.856799866,-5.029445961,-3.58190978,-10.81485038,0.5161753,-5.283160921,0.677279934,0.682754489,0.402091414,-5.913052323,2.175575292,-2.567235505,-4.558287778,-1.790627835,-3.889947961,-3.716274638,-3.347214333,-2.0,-1.0,-8.3,-2.2,-2.4,0.0,-1.0,-2.0,-2.0,-5.0,0.0,-8.0,-1.0,0.0,1.106915195,0.0,-0.04,-0.172459285,,-14.48991527,-4.608095201,-14.26124288,1.984349578,2.7696827,0.020531773,0.745122915,4.628396944,-4.891257068,5.068959693,-6.834573118,-2.883275009,0.150262988,-4.049136135,0.414079267,0.0,2.0,-3.5,-2.0,3.0,-5.5,-6.8,-3.5,-3.6,,,,,0.412213232,0.904021045,-15.31667696,-4.668711397,-5.064373282,-29.53401219,2.22430535,-4.770379796,-8.052037666,2.749314058,-0.229621226,-2.946203273,-10.87794219,-4.15538398,0.0,-1.0,-1.3,0.5,1.251122531,0.1,-0.03,-6.509108077,,,,84.0,456.7,309.1,442.4,416.7,465.1,529.7,53.4,54.9,-0.04583470525,-0.06937598925,-0.02811834325,-0.007048571,-0.1012420007499999,-0.10733949375,-16.643,5.985610448,-0.06,-0.02,-6.190101529,0.871195404,100.925
2011-03-31,0.115458161,0.488637103,0.937390251,0.608601309,-0.500949511,27.21541497,3.390155168,2.789352292,-0.867475319,5.433435096,0.373263222,8.858038642,0.392971931,0.299401421,0.297653339,1.177473654,-1.154413975,1.641302964,2.039791603,-2.143789921,-3.397354332,4.251321394,1.642372683,-2.0,1.0,10.4,-1.2,-11.4,-8.0,-8.0,-4.0,-2.0,-19.0,-20.0,-11.0,-4.0,3.0,0.874727555,0.25,0.15,0.384720571,4.548892319,22.24929398,18.45535101,22.45483709,2.980904333,3.534956531,-1.187478459,1.190548819,6.271172623,6.710591664,22.93242601,13.73018684,1.61207145,2.958795719,3.594589898,0.137646271,0.51413995,-4.0,3.3,3.0,6.0,-2.3,22.1,8.3,-1.0,3.80095804,-2.60882819,25.46175264,20.75488841,-0.139867759,-1.276066239,27.15576288,5.251803428,10.14568022,38.22644084,66.62512271,4.303452877,5.733093174,-2.054866823,-0.460830309,2.190668109,14.79062852,4.553632217,-1.0,3.0,1.6,0.4,1.416342584,0.15,0.02,8.279565893,-7.265433973,-16.12993631,-1.715905669,,,,,,,,,,0.01483433175,-0.03338110275,-0.00086779375,-0.0558265,-0.09178500025,-0.05954694925,5.879,3.039176985,-0.225,-0.205,6.680369493,-3.201561107,125.19
2011-04-30,-0.296387662,0.220949353,-0.212756458,-0.0867166,-0.087367872,2.717853993,0.492611834,-0.975617495,2.202099515,0.479617226,-1.795865586,-2.237079592,0.100800815,0.195278909,0.194141556,-4.445176257,-3.997571508,0.348230184,0.212314305,3.392830359,-4.115202258,-7.995377531,-6.544390825,0.0,-1.0,-3.3,-1.8,2.2,2.0,2.0,-1.0,0.0,7.0,6.0,1.0,1.0,-2.0,1.403046089,0.0,0.01,-3.223939302,,1.001634676,-6.373730136,-3.069569886,-1.405823037,0.614777755,-1.159705836,0.614306451,1.932976614,-3.423317164,-8.859417553,-6.867073667,-1.071821622,1.303421784,-1.145487897,0.137457066,-0.256739551,4.0,3.6,-1.0,-3.0,-4.4,-12.1,-4.9,-8.9,,,,,-0.810672072,0.38769452,-8.692720545,0.579711768,-14.11971308,13.61147553,6.904800996,-2.447812701,0.0,-3.521490629,1.262208381,-1.418463499,-7.083424025,-3.972958665,2.0,-3.0,-4.3,-1.4,1.532942194,-0.16,0.0,3.985584703,,,,92.0,479.7,318.1,438.2,417.7,464.8,532.8,51.7,52.3,0.08078033,0.0780864617999999,0.0933215356,0.0195676906,0.0457592811999999,0.0557207478,10.254,4.395633439,0.01,0.08,4.912810126,-2.813076392,120.884
2011-05-31,-0.282796589,0.501458539,-0.665378286,0.208780679,0.064785412,-3.492279813,0.612371785,2.898753687,0.378072284,-0.359497092,4.840038553,1.31467036,0.190124757,0.389417512,0.387156029,0.349040494,3.8523282,0.0,1.054862102,3.131221828,4.330952072,2.736772858,3.325722176,0.0,6.0,-0.9,-0.5,3.8,2.0,3.0,0.0,1.0,9.0,9.0,5.0,3.0,0.0,-0.124240039,0.0,0.07,-0.304094448,,-2.514830493,4.410631366,2.450927812,-1.763879338,-2.157665504,-4.382144424,0.300898067,-3.25562832,3.543437299,-5.854254598,0.764267692,0.644470544,1.570339193,0.345026219,0.137268381,0.768249617,-2.0,-2.1,5.0,1.0,-0.6,-0.1,2.0,1.2,,,,,0.199123277,1.402991213,7.294096347,5.510106452,-1.51288816,3.507978705,-8.217017549,2.291684645,2.318944492,-1.808367543,0.113960126,0.329128108,1.828715337,2.127739845,-1.0,1.0,3.5,-2.4,0.798574508,0.03,-0.02,-2.301922012,,,,90.0,479.8,321.8,440.5,416.5,468.9,532.0,51.2,51.5,0.02919930075,0.02542881375,-0.014954058,-0.01010081425,-0.0536670255,-0.058207993,-9.097,-7.905319895,-0.25,-0.175,-4.417065067,0.708650446,74.775
2011-06-30,0.06976463,0.312646173,1.304994454,0.388822829,-0.026683581,-2.064705303,0.851068967,0.475060276,1.961763053,0.479042832,-1.051933534,3.665750332,0.189763968,0.387906933,0.193017375,3.172147669,3.288359187,0.577702358,0.731838081,-2.58963443,3.459575511,2.554275456,3.580005989,-1.0,-5.0,4.2,1.6,-2.5,-1.0,-2.0,0.0,-2.0,-3.0,-5.0,-2.0,-4.0,0.0,0.436146255,0.25,-0.02,-0.209718251,3.072735066,-1.263857018,-1.502059551,-1.021341719,-1.148300085,-0.512396026,0.939794918,-0.223160234,3.324423469,-0.120120135,15.0330127,9.978471794,0.640343704,2.517615489,1.027993062,0.137080213,0.508906951,-3.0,0.7,-3.0,1.0,3.8,0.2,-1.5,3.2,1.732511775,3.597741994,5.943898334,23.96993607,0.082014044,0.261133478,0.187617316,-1.321605139,2.409755158,-11.52130785,-17.83621213,-0.078155533,2.54610642,-1.965665255,2.029381934,0.763778945,8.571656608,-1.304011958,-1.0,-1.0,0.9,1.8,0.779321507,0.06,-0.03,-1.969350687,9.931010694,0.819119405,18.6351356,,,,,,,,,,0.042021285,0.0152901625,-0.0369218695,-0.094391717,-0.0089364912499999,-0.0757803295,3.591,-4.991910264,0.105,0.14,0.892859186,-1.370265704,149.87
2011-07-31,0.050878633,-0.280117914,1.347654677,-0.231540633,-0.778890438,2.175705425,-1.463440752,-1.592390336,-1.867467903,-1.201937547,-5.231735833,-4.621578443,0.478389965,0.284268768,0.192645535,-0.338123737,-0.422833611,0.80321717,0.20811662,0.845183671,-1.186750403,-1.88162718,-2.835123588,2.0,0.0,0.6,1.6,0.5,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,2.0,0.615776272,0.0,-0.01,-2.033917748,,4.626782466,6.126192065,-1.186364129,-1.954459607,-1.252291575,0.282394018,0.135895963,-0.639741269,-2.556438671,-32.21709783,-15.85983067,0.318640737,0.0,-0.798635163,0.0,0.25348556,-1.0,-2.8,-4.0,-7.0,-0.5,-4.0,-1.1,1.8,,,,,-0.942875573,-0.305405395,-1.510888042,-3.267896422,0.445435035,-5.378040067,-16.0902946,0.623540602,-0.279720462,4.48832155,0.999453072,0.0,-14.81592548,1.141937368,3.0,1.0,-2.6,-2.2,1.267227056,0.09,-0.04,1.536202534,,,,87.0,484.9,325.8,444.7,414.8,474.8,527.9,51.3,51.0,0.0555694328,0.0516052418,0.0292119528,-0.0137167048,0.1065540998,0.1117427966,1.488,4.569159493,-0.095,0.065,1.179212365,-1.66755466,185.904
2011-08-31,-0.166099695,0.328754076,-1.25546434,0.157035208,0.033194443,6.048104399,0.856274345,-0.64412461,1.496753854,0.962702983,8.798796541,9.107458071,0.674744001,0.102139259,0.203573922,0.253699925,-5.367495672,0.683373958,0.725016123,-3.98023666,-1.842716918,2.2100347,-1.025650017,1.0,-2.0,-11.8,-1.8,-4.8,-1.0,-3.0,-2.0,-2.0,-8.0,-10.0,-4.0,0.0,-1.0,0.523032041,0.0,0.12,1.281978667,,-6.669094197,-1.823202016,2.421120764,0.73639823,0.256100824,-0.882406728,0.126023961,-0.270926039,8.844889649,56.12987926,6.552984541,0.0,0.550965581,0.57110378,0.0,0.379027617,-1.0,-4.7,0.0,-1.0,-4.3,-14.0,-6.5,-0.7,,,,,-0.336064728,3.406541431,6.440471104,6.432372144,14.5862459,27.61445923,19.95271007,0.077669907,2.21615718,0.236966936,-1.222916853,-0.217627942,3.423566314,0.807758835,-3.0,0.0,-2.3,0.4,1.265488596,-0.06,0.01,-12.62976018,,,,,,,,,,,,,0.0060365645,-0.07118854775,-0.19778814025,-0.20390347725,-0.22885209725,-0.1720506275,-2.139,-0.758182888,-0.315,-0.23,-8.638899436,0.448660854,254.15
2011-09-30,0.145681779,-1.112367587,-0.278951168,-0.961773279,-38.72638535,-2.281467777,0.12172856,3.179918169,0.370714048,-0.962702983,-3.141753671,-4.959910475,-0.099266539,-0.102139259,-0.101735158,-1.617744944,2.647213404,-1.256441429,-1.141683392,-2.580788396,-0.43010819,-1.209470488,0.093676822,-1.0,0.0,7.0,-0.9,-0.8,-2.0,0.0,0.0,1.0,-5.0,0.0,7.0,0.0,0.0,1.684008007,0.0,0.08,4.146995772,-0.596836484,1.557735576,0.420100318,-0.225479259,2.892533801,3.440566312,0.021881838,0.077474341,4.122065322,-7.376074993,-26.71723105,2.881036729,0.634251598,2.173998664,-0.113960126,0.0,-0.126182982,-1.0,1.3,-2.0,-1.0,2.9,16.5,4.5,-8.1,1.845873232,6.25801168,8.464479395,-17.58593461,-0.788608807,-4.611620064,-11.59818189,-4.391484981,-15.18060129,-18.70323742,-6.942922377,-0.544960477,1.899650069,-1.190490251,0.11179431,0.0,4.556267842,-0.888894742,-2.0,-2.0,2.7,-3.3,1.12597926,-0.05,0.07,-6.054849885,-4.671703024,-2.630537607,-8.249822602,82.0,482.7,355.0,444.9,415.3,479.0,527.9,47.5,44.8,-0.0476155683999999,-0.039481122,-0.019052127,0.0255735596,-0.0799085046,-0.0248078962,-7.37,-10.73368146,0.12,0.155,-2.959711332,9.619667667,193.79
2011-10-31,-0.091547332,1.201472493,1.060748295,1.106811622,37.07338428,-4.189094171,-0.487805845,-5.467599635,-0.277906617,1.321340546,-1.41655376,0.048589763,-0.18777274,-0.090878116,0.0,-2.961888988,3.843889595,0.458716401,-1.049327572,1.781423628,-4.181027006,1.427811186,0.187090794,1.0,1.0,-2.1,-1.0,2.7,2.0,2.0,2.0,1.0,1.0,2.0,-5.0,1.0,-2.0,2.056306667,0.0,-0.1,3.240303537,,0.220167844,1.51214362,-5.842600711,1.19901779,0.969653466,-0.989453983,-0.096852308,1.936685528,-1.468814656,-9.839072742,0.376968049,0.105318598,1.996074256,1.020995823,0.0,0.378072284,-2.0,0.7,2.0,-2.0,0.0,2.3,2.7,3.0,,,,,-0.121116392,4.217824469,-4.072459847,-2.500130221,1.33236612,10.85296753,38.57752659,-0.626470334,1.996074256,-2.424361161,1.771917899,2.261808859,1.687928622,2.485097826,-2.0,-2.0,-2.7,4.1,1.318519877,-0.01,0.03,7.581347273,,,,82.0,484.2,353.1,445.4,421.8,475.5,527.5,48.0,45.2,-0.0221083485,-0.0143924475,0.03235969525,0.1330454455,-0.04625341375,-0.0269288509999999,20.488,9.313246717,0.075,0.075,10.72990262,-6.176445329,191.165
2011-11-30,0.022399896,-0.1093671,-0.468396921,-0.086213658,0.881974619,-0.066867271,-0.982808894,3.092191034,-5.825035542,-0.358637563,-0.011644432,3.042201229,0.088407565,0.283720329,0.192079603,-0.620844566,1.386984786,-0.34383988,0.421053254,-1.292425098,-2.1962261,0.326619779,-0.468384931,1.0,-2.0,-1.5,2.5,4.8,3.0,3.0,2.0,1.0,9.0,7.0,1.0,1.0,-2.0,1.538118922,0.0,0.04,-2.02300846,,-1.297460633,-5.626248965,0.70161305,-2.658667359,-1.408374804,0.967572145,-0.32027979,-0.553787106,-0.866878494,7.51491161,-4.529162225,-1.377870236,1.438873745,-1.249306425,0.136892561,0.0,1.0,-3.7,-4.0,0.0,0.2,-3.3,-6.3,0.9,,,,,0.210086082,0.533464144,9.617936717,2.387833746,-9.076171624,-21.85061681,-4.885872345,-1.743308809,7.486055921,-1.483339929,-1.54870352,-1.935544295,-7.375130139,-2.647567398,1.0,-2.0,-0.1,-3.4,1.947764243,0.04,0.03,-3.275647311,,,,,,,,,,,,,0.04716498375,-0.0246223845,0.0332370035,0.063696807,0.0229938414999999,0.05422099925,-3.174,0.657017898,-0.09,-0.095,-0.671262671,1.935471572,139.5125
2011-12-31,-0.051078924,0.182212105,0.454664023,0.125377127,0.673096291,-2.027096437,2.077044736,-1.615544022,7.38972462,1.072076975,-0.779665509,-1.164224598,0.385866749,0.384572355,0.191711364,1.413451093,1.639380978,-1.038670619,0.314630569,1.372649731,3.535531833,-1.202857587,-0.376293953,0.0,-1.0,2.0,2.4,-6.3,-3.0,-4.0,-4.0,-2.0,-7.0,-9.0,-9.0,-1.0,3.0,1.502414195,0.0,-0.23,1.328229514,1.185100978,3.693248132,4.286000252,5.601507906,-0.103375621,0.148814824,-1.866529422,0.097162853,-0.50284452,3.783245567,10.47919194,13.8902391,-0.965154945,2.310757501,-0.688076109,0.136705421,0.125707119,-5.0,-1.2,-1.0,-3.0,-2.6,0.9,-1.3,1.0,2.673583953,2.449589867,3.569196359,4.714066794,0.175793483,2.012415438,-1.303778703,4.82549755,-0.80841184,48.70608383,-40.20374903,-2.181904739,9.219352546,-1.379332213,-1.686380605,-1.863067586,13.0588071,-5.773246667,-2.0,0.0,0.1,0.9,1.192456233,-0.09,0.03,-1.185340224,3.873925574,4.984753597,2.352433376,81.0,493.0,360.8,441.4,412.4,470.9,524.5,46.4,44.2,0.0352996536,-0.0238139367999999,0.0093891502,0.0627423034,0.0193684018,-0.009201133,4.256,-0.460200041,-0.005,-0.035,-1.043931599,1.204215641,174.182
2012-01-31,-0.041146615,-0.149794567,-0.106065249,-0.184201812,-0.774429257,0.090971123,1.797531922,7.224490687,-0.457666703,0.825963398,2.661649299,4.384844086,0.395344244,0.202999957,0.236313619,2.512042008,-4.29131587,1.382510499,1.661512781,-0.966969662,0.442478598,0.876237808,0.094206319,1.0,-3.0,-2.5,0.4,-1.4,-2.0,-1.0,0.0,-1.0,-2.0,0.0,1.0,-3.0,1.0,-0.683030063,0.0,0.43,-0.139536935,,-14.7400699,-17.65105691,-4.430055587,0.918672811,0.979467366,1.471835345,0.513392904,1.890437941,2.95006644,11.5670873,-16.65816136,3.28593421,-4.410572185,0.688076109,0.272851465,-0.125707119,1.0,-1.7,-4.0,-5.0,0.9,-12.2,-2.3,-3.7,,,,,-0.559539826,-1.423661753,-7.293299593,3.781963327,-1.636697746,-63.53559122,-25.0913558,8.004270767,-12.95577722,-2.947042231,3.235084125,2.404487425,-19.57244467,9.209461686,0.0,-1.0,-0.7,-3.9,1.21161402,0.02,-0.01,6.880881958,,,,78.0,470.1,353.6,444.1,417.3,470.7,528.5,49.2,49.1,-0.00863652925,0.015545022,0.030534076,0.03564053225,0.0608401935,0.00677387625,6.629333333,3.030722159,-0.015,0.015,6.218768857,-2.95520507,127.395
2012-02-29,0.248123324,0.404335016,-0.075225014,0.656868174,0.281108849,-10.18557655,-2.282381357,-6.899287149,-4.311820678,0.468934036,2.131859525,5.625057239,0.3828698,0.123852969,0.381422944,1.190490251,1.40451747,0.797725028,-2.608389924,2.162679404,4.038039593,2.901869389,5.138745191,0.0,1.0,-3.8,-0.2,4.5,4.0,4.0,2.0,2.0,3.0,3.0,5.0,2.0,-2.0,1.076838533,0.0,-0.13,-1.983142729,,11.70445008,6.965887224,3.572353837,-0.363292139,0.482670309,0.296166508,0.68364813,0.74511184,13.57092519,21.48234181,2.380161724,1.037353701,1.317542116,2.48319757,0.543479599,0.626961301,4.0,0.0,2.0,1.0,6.5,7.6,6.7,3.0,,,,,0.315445518,-0.663707943,3.949213837,6.195787454,36.96270063,-0.158622286,26.18453565,3.191365454,-2.831592012,6.90795604,0.765449336,4.332426081,8.23435108,2.712293346,1.0,1.0,0.7,0.0,2.268660347,-0.09,-0.05,3.736473429,,,,,,,,,,,,,0.0172454365,0.0525236277499999,0.0516676275,0.06318797,0.10851655225,0.09001376925,-3.655166667,5.128718342,0.065,0.045,3.300079283,-0.301957718,140.015
2012-03-31,-0.105440612,0.354467462,0.194593675,0.241329766,0.300310014,15.2171087,-0.609386407,0.324149392,-2.129799768,-0.351494211,-2.886772349,-2.097764754,0.021834061,-0.247859523,-0.291545396,-4.318460295,-2.114243657,-0.797725028,-0.317628642,-1.43657698,-7.101409501,-3.558326889,-5.23295151,-2.0,1.0,6.3,-2.3,0.5,0.0,-1.0,0.0,0.0,4.0,3.0,3.0,-1.0,1.0,1.409754615,0.0,-0.05,0.226742345,2.480973047,2.164903099,5.038382735,-0.103330566,0.623104118,1.647210059,-1.311964135,0.497751578,2.276896975,-20.05578987,-49.99759205,2.625810657,-2.719832926,0.652318034,-1.459879942,0.540541857,0.12492194,1.0,6.1,2.0,4.0,-7.7,14.5,6.7,-0.5,3.806050781,9.629636976,1.802659723,10.89530336,-0.230347997,-0.392176109,2.136536065,-17.76811772,-26.62486518,29.49973527,28.34858617,-5.866343444,-0.392413846,-2.955880224,-1.536803023,-3.793921818,-0.185876705,-3.738753207,-1.0,1.0,2.0,4.1,0.792922854,0.05,-0.01,-0.801628311,9.684470541,-10.88013841,30.74295376,81.0,497.3,369.6,443.4,419.4,473.5,535.6,52.0,53.9,0.0326011488,-0.0103176146,0.02095015,0.0734954034,-0.0016425535999999,-0.0144125103999999,6.05175,-3.287197457,0.12,0.075,-0.653586426,1.0577023,91.04
2012-04-30,-0.037157587,0.337187217,0.752470828,0.302783508,-0.113711777,-1.898584033,0.366077285,0.0,2.225539364,-0.470589104,2.865666058,1.19954146,0.0,0.01127968,-0.033694615,2.527367638,-0.571430126,0.11435107,0.211864486,0.800644789,1.580763063,1.416917438,1.403860211,0.0,2.0,1.6,0.0,4.5,1.0,4.0,3.0,1.0,5.0,7.0,2.0,4.0,-2.0,0.837154288,0.0,-0.08,0.853439923,,-2.644133001,-5.390844177,-2.463269883,0.423696201,-1.083553857,-2.051756486,0.04773042,-1.178208405,2.087245817,2.770033717,-6.332471387,0.949875216,-0.260416814,-0.226500663,0.269179167,0.373832211,4.0,0.3,2.0,1.0,1.1,-9.6,-4.7,-2.4,,,,,-0.00337158,-1.222434137,-3.544716648,3.971026567,-3.328597763,-4.101548446,-6.232728343,1.231732278,0.0,1.857638557,1.536803023,1.17459973,-7.018128935,1.808936467,1.0,0.0,1.6,2.0,1.092740294,-0.03,-0.06,-1.604126459,,,,82.0,489.6,361.7,444.0,416.4,475.7,536.6,51.9,54.1,0.01200430925,0.001710723,0.00079057675,0.02525517825,-0.08269659225,-0.1244429645,-7.504,-1.627535244,-0.185,-0.235,-2.256222778,-0.205607186,87.71
2012-05-31,-0.172303664,0.483720386,0.241105738,0.305733708,-0.05686872,-0.996354971,2.049499103,5.048390543,2.457590605,0.7050558,1.414035942,4.871752665,0.17450108,0.236579843,0.302843594,0.515022598,0.428878427,1.023317628,2.197890672,1.974008039,0.149253759,0.324149392,0.185701075,0.0,2.0,1.3,0.6,0.3,2.0,0.0,-2.0,0.0,4.0,2.0,2.0,0.0,1.0,1.389646177,0.0,-0.03,1.635099446,,1.672895127,2.384430001,1.183138406,-0.825508835,-1.905486725,0.090579716,-0.564675856,-3.135899941,-3.965823291,-1.809515415,3.54807457,1.666705249,0.130293178,1.239452487,0.134318355,0.248447333,-4.0,-1.2,2.0,1.0,-2.5,-0.3,0.8,3.3,,,,,0.650602662,0.130280973,-2.171601157,-3.393990921,-4.403227015,9.074994525,14.8880486,1.443245712,0.392413846,-3.750439546,1.406188666,0.423729448,5.51337813,0.699031973,1.0,0.0,-2.5,0.0,1.094980201,-0.02,-0.12,-7.245172532,,,,,,,,,,,,,0.004149537,-0.0797920125,-0.05810146175,-0.0451929627499999,-0.135279131,-0.0888278525,-3.608,-14.11713404,-0.17,-0.225,-7.744908895,4.222556284,101.4225
