date,date_w,KORCOMP,KOBDY10,KOCBNG3,USSKORW,A001,KORELEC,KOUN%TOTQ,KOEMPTOTO,KOPOPACTE,KOHWRWEMP,KOEXPGDSA,KOEXCHINA,KOEXPSCOH,KOEXPMOVH,KOIMPGDSA,KONETTRDF,KOWRCCNSE,KOCONPRCF,KOPROPRCF,KOCPEXFEF,KOEQUIPTE,KOPSMANUG,KOPIMANUG,KOSIAI..E,KOIPALL.G,KOIPMIMAG,KOIPCHXPG,KOIPCOMPG,KOIPVECHG,KOIPXBSBG,KOMPRI30G,KOCYLEADR,KOROCOINF,KOBSESI.R,KOCOBUSIR,KOBSIBAPR,KOCNFBUSR,KOBSIBCOQ,KOBFDSAAF,KOBSIBCEQ,KOCNFCONR,KOCSECEMR
1985-01-31,01/04/1985,493.82796,,,,,541.2449301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/11/1985,494.20709,,,,,538.989331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/18/1985,492.89913,,,,,537.5463576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/25/1985,493.26738,,,,,537.2821689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,02/01/1985,493.33222,,,,,536.7143557,,958.3198263,,399.6364154,740.4190861,,,,778.3589366,,,336.9018483,392.0189568,,,232.238772,243.3613355,,,232.238772,227.2125886,-91.62907319,136.0976553,246.8099531,,271.4694744,269.4627181,,,,,100.1,99.0,100.7,,
1985-02-28,02/08/1985,491.77156,,,,,535.3231597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,02/15/1985,490.7051,,,,,535.9553566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,02/22/1985,489.31272,,,,,536.3449461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,03/01/1985,490.47561,,,,,538.4586802,,960.1855294,,398.1549068,749.8016103,,,,763.202024,,,337.6221396,391.9197209,,,236.0854001,245.1005098,,,236.0854001,229.2534757,-91.62907319,148.1604541,265.3241965,,272.1295428,270.1361213,,,,,93.9,99.0,107.7,,
1985-03-31,03/08/1985,489.33521,,,,,536.3121477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/15/1985,489.95547,,,,,536.9567688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/22/1985,489.83621,,,,,538.3347616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/29/1985,490.58672,,,,,538.2980154,,960.8904389,,400.5513349,776.0916204,,,,772.5100873,,,337.7246161,391.5217896,,,235.1375257,245.9588842,,,234.1805806,229.2534757,-91.62907319,158.9235205,263.188884,,272.7852828,270.1361213,,,,,101.4,109.0,99.9,,
1985-04-30,04/26/1985,490.4163,,,,,535.4319557,,960.8517655,,401.8183201,776.8971683,,,,782.3671941,,,337.8269877,392.0189568,,,238.8762789,246.8099531,,,237.9546134,234.1805806,-91.62907319,160.9437912,280.9402695,,273.4367509,271.4694744,,,,,103.8,104.0,95.9,,
1985-04-30,04/19/1985,490.84549,,,,,536.0352757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,04/05/1985,492.94975,,,,,539.7076139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,04/12/1985,491.65444,,,,,538.2106892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/03/1985,489.45508,,,,,530.3304908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/10/1985,489.15514,,,,,530.9455111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/17/1985,488.47697,,,,,530.1113454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/24/1985,489.23021,,,,,529.9117047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/31/1985,489.85112,,,,,531.4436748,,961.5707475,,404.3051268,781.0523391,,,,792.2436895,,,338.5406696,391.9197209,,,237.9546134,249.3205453,,,237.0243741,236.0854001,-91.62907319,162.924054,262.4668592,,274.0840024,272.1295428,,,,,98.2,104.0,100.4,,
1985-06-30,06/14/1985,494.26419,,,,,535.6916409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/07/1985,489.94057,,,,,530.6136716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/21/1985,493.17364,,,,,531.1776386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/28/1985,492.14397,,,,,527.3666003,,961.4241591,,405.1784948,789.6954779,,,,779.9953708,,,338.6422096,391.9197209,,,237.0243741,249.3205453,,,237.9546134,223.00144,-91.62907319,170.4748092,292.8523524,,274.7270914,272.7852828,,,,,96.9,99.0,96.9,,
1985-07-31,07/26/1985,491.45648,,,,,526.8012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,07/19/1985,490.95619,,,,,524.9652195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,08/02/1985,492.69638,,,,,528.1374646,,961.3273611,,399.4524227,781.4260286,,,,779.7699571,,,338.6422096,392.0189568,,,237.9546134,245.9588842,,,237.9546134,229.2534757,-91.62907319,166.7706821,290.1421594,,275.3660712,273.4367509,,,,,97.4,103.0,98.1,,
1985-07-31,07/05/1985,490.45338,,,,,524.3808381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,07/12/1985,491.04466,,,,,526.2534736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/30/1985,491.50784,,,,,521.8462141,,961.3910352,,397.2176928,776.4645839,,,,779.9861509,,,338.8112142,392.0189568,,,238.8762789,249.3205453,,,239.7895273,232.238772,-91.62907319,164.8658626,282.1378886,,276.000994,274.0840024,,,,,100.1,103.0,103.5,,
1985-08-31,08/23/1985,491.54451,,,,,522.4347846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/16/1985,490.40889,,,,,521.645634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/09/1985,491.28019,,,,,524.1323645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/06/1985,490.43114,,,,,521.9490586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/13/1985,491.05203,,,,,523.8779654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/20/1985,492.00539,,,,,524.2275976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/27/1985,492.83401,,,,,523.9999457,,962.2411611,,399.8200702,786.2198461,,,,778.8559341,,,339.9195379,392.3358515,,,240.6945108,249.3205453,,,239.7895273,233.2143895,-91.62907319,162.924054,278.5011242,,277.2588722,274.0840024,,,,,102.2,102.0,100.7,,
1985-10-31,11/01/1985,494.64167,,,,,532.9040539,,963.0448414,,404.1295341,788.7346015,,,,786.8144041,,,340.2196882,392.4346755,,,241.5913778,249.3205453,,,240.6945108,235.1375257,-91.62907319,162.924054,254.1601993,,277.8819272,274.7270914,,,,,104.6,105.0,97.5,,
1985-10-31,10/25/1985,495.64607,,,,,534.3099509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/18/1985,494.00698,,,,,528.7408076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/11/1985,493.27458,,,,,524.9022075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/04/1985,494.38543,,,,,526.6000765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/08/1985,495.33592,,,,,535.0577693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/15/1985,498.70937,,,,,544.0033919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/22/1985,499.09087,,,,,544.2850517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/29/1985,500.28719,,,,,546.7173672,,963.3222257,,400.1863709,802.9248133,,,,804.0410154,,,339.0136434,391.8402612,,,242.4802726,245.9588842,,,239.7895273,233.2143895,-91.62907319,158.9235205,268.7847494,,278.5011242,276.000994,,,,,96.7,102.0,96.2,,
1985-12-31,12/27/1985,509.60176,,,,,552.4257005,,962.1377262,,400.5513349,824.4258638,,,,821.7262814,,,339.618484,392.3358515,,,248.490665,247.65384,,,246.8099531,234.1805806,-69.31471806,170.4748092,286.2200881,,279.1165108,277.2588722,,,,,99.6,108.0,98.0,,
1985-12-31,12/13/1985,507.04125,,,,,554.8725829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,12/06/1985,503.29837,,,,,546.9746482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,12/20/1985,505.26086,,,,,546.6878008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/03/1986,509.60176,,,679.27933,,552.4257005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/10/1986,507.242,,,679.18954,,559.2701927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/17/1986,505.81548,,,679.18954,,556.5171536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/24/1986,503.59781,,,679.18954,,558.3947335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/31/1986,507.77954,,,679.26811,,564.5482233,,961.8522452,,399.4524227,761.4117258,,,,780.081464,,,340.5189403,392.5136645,,,248.490665,251.7696473,,,248.490665,235.1375257,-69.31471806,168.6398954,276.000994,,280.3360381,277.8819272,,,,,108.7,92.0,102.7,,
1986-02-28,02/07/1986,510.66119,,,678.95346,,568.7720841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,02/14/1986,511.27706,,,678.7845,,567.2773288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,02/21/1986,516.23831,,,678.7845,,576.8195988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,02/28/1986,516.99725,,,678.62654,,578.5638921,,962.6009244,,398.8984047,774.1841969,,,,784.7056038,,,341.0817625,391.8402612,,,248.490665,255.7227311,,,249.3205453,233.2143895,-69.31471806,193.1521412,286.7898902,,280.9402695,279.1165108,,,,,105.7,103.0,106.1,,
1986-03-31,03/21/1986,523.7399,,,678.50225,,586.6836261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,03/07/1986,523.75584,,,678.50225,,588.1231067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,03/14/1986,520.76812,,,678.50225,,583.0796844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,03/28/1986,527.77064,,,678.40045,,596.1417626,,962.343166,,400.1863709,784.9713758,,,,784.2589414,,,341.2796518,390.9219078,,,251.7696473,256.4949357,,,251.7696473,239.7895273,-51.08256238,197.4081026,279.7281335,,281.5408719,279.7281335,,,,,102.9,110.0,103.8,,
1986-04-30,05/02/1986,532.81674,,,678.50225,,596.1211504,,963.6512274,,403.0694535,784.698411,,,,786.7801044,,,341.1807561,390.4192426,,,258.021683,253.3696814,,,255.7227311,235.1375257,-51.08256238,200.148,272.1295428,,282.7313622,280.3360381,,,,,100.0,104.0,106.4,,
1986-04-30,04/25/1986,526.47089,,,678.72811,,588.2793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,04/04/1986,533.00098,,,678.59266,,598.7280807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,04/11/1986,534.90105,,,678.59266,,599.8390507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,04/18/1986,536.8636,,,678.77322,,598.265082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/09/1986,528.89739,,,678.50225,,591.5824633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/16/1986,530.94057,,,678.75067,,593.790553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/23/1986,535.84713,,,678.62654,,600.5318141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/30/1986,543.57723,,,678.85212,,614.7185422,,964.0054417,,402.7135813,800.4175166,,,,788.0898822,,,341.7726684,390.5401129,,,258.7764035,254.1601993,,,257.261223,243.3613355,-51.08256238,200.148,274.0840024,,283.9078464,282.1378886,,,,,104.0,105.0,102.3,,
1986-06-30,06/06/1986,544.00339,,,679.03222,,612.726212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,06/13/1986,547.06307,,,679.09967,,618.4602396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,06/20/1986,548.89377,,,678.98722,,616.9213164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,06/27/1986,551.47585,,,678.93095,,615.4390894,,964.4224474,,404.1295341,806.7837009,,,,784.6304053,,,341.5757533,390.2174669,,,259.5254707,254.1601993,,,259.5254707,245.9588842,-35.66749439,202.8148247,284.4909384,,285.0706502,283.3213344,,,,,104.0,100.0,108.1,,
1986-07-31,07/25/1986,558.36091,,,678.51356,,625.3540308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,07/18/1986,553.4693,,,678.51356,,618.7504081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,08/01/1986,558.93438,,,678.45702,,624.0022402,,965.3385746,,399.2680908,798.2840292,,,,789.5646785,,,341.6742593,390.3184057,,,258.021683,255.7227311,,,258.7764035,242.4802726,-35.66749439,209.1864062,268.1021529,,285.6470206,283.9078464,,,,,109.3,102.0,105.7,,
1986-07-31,07/04/1986,555.76771,,,678.86338,,621.7783053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,07/11/1986,553.77279,,,678.86338,,620.0914771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/08/1986,559.05018,,,678.60395,,624.5311876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/15/1986,559.35583,,,678.51356,,624.9955937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/22/1986,560.89588,,,678.51356,,628.8453179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/29/1986,557.88993,,,678.00014,,625.6517501,,966.7326515,,397.9681654,798.9562144,,,,784.878311,,,341.5757533,390.3184057,,,262.4668592,257.261223,,,261.7395833,241.5913778,-35.66749439,209.1864062,272.1295428,,286.2200881,285.0706502,,,,,114.6,101.0,108.1,,
1986-09-30,09/05/1986,555.98351,,,678.09441,,625.8644122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,09/12/1986,557.96166,,,677.91261,,629.6409259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,09/19/1986,558.42479,,,677.91261,,630.0804143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,09/26/1986,555.52051,,,677.88987,,626.5510316,,965.4899903,,366.3561646,806.5731474,,,,783.8735983,,,342.165339,390.5803706,,,263.905733,254.1601993,,,263.188884,243.3613355,-35.66749439,212.8231706,280.9402695,,286.7898902,285.6470206,,,,,106.1,104.0,110.8,,
1986-10-31,10/31/1986,548.39252,,,677.30804,,617.0405396,,966.6527745,,403.6008985,809.209501,,,,785.1401611,,,341.1807561,389.6909368,,,264.6174797,254.1601993,,,262.4668592,237.9546134,-22.31435513,202.8148247,278.5011242,,287.9198457,286.2200881,,,,,106.5,105.0,107.9,,
1986-10-31,10/03/1986,553.55216,,,677.6507,,624.2534501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,10/10/1986,553.67435,,,675.69324,,622.2973015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,10/17/1986,547.01676,,,677.99219,,615.2328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,10/24/1986,542.01367,,,677.30804,,609.1807496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,11/21/1986,557.93901,,,676.71129,,627.4856179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,11/28/1986,558.53742,,,676.7228,,627.0553555,,968.2187301,,401.8183201,808.8840551,,,,784.9952326,,,341.0157123,389.5893623,,,264.6174797,256.4949357,,,263.188884,249.3205453,-22.31435513,206.6862759,284.4909384,,288.4800713,286.7898902,,,,,104.0,102.0,106.0,,
1986-11-30,11/07/1986,553.32314,,,677.30804,,621.2125018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,11/14/1986,553.18468,,,677.15919,,622.5785399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/05/1986,560.13436,,,676.56155,,629.1402459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/12/1986,561.60436,,,676.21513,,630.384533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/19/1986,560.59124,,,676.56155,,631.0808791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/26/1986,560.80422,,,676.53849,,631.4163799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,01/02/1987,560.80422,,,675.8559,,631.4163799,,967.5241003,,400.7333185,815.7185844,,,,810.2244254,,,341.0157123,389.6909368,,,266.0259537,257.261223,,,266.7228207,248.490665,-10.53605157,197.4081026,262.4668592,,289.0371758,287.356464,,,,,112.0,104.0,112.8,,
1987-01-31,01/09/1987,561.37848,,,675.8559,,638.1409844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-31,01/23/1987,569.79991,,,675.47206,,646.1014949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-31,01/30/1987,572.36505,,,675.44875,,649.2891138,,966.6821103,,399.6364154,797.1842718,,,,774.4545989,,,341.3784497,389.7924081,,,265.3241965,261.7395833,,,266.7228207,248.490665,-22.31435513,212.8231706,268.1021529,,289.5911938,287.9198457,,,,,104.8,91.0,103.6,,
1987-01-31,01/16/1987,567.59658,,,675.47206,,651.3319128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/06/1987,575.49191,,,675.36713,,649.710676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/13/1987,576.82272,,,675.26208,,646.6657812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/20/1987,577.86425,,,675.2504,,649.1557784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/27/1987,580.68804,,,675.20367,,650.1199576,,970.6518442,,399.0834186,798.3519187,,,,791.6390342,,,341.5757533,389.9950424,,,268.1021529,263.905733,,,267.4148649,250.9599262,-10.53605157,215.1762203,266.7228207,,290.1421594,289.0371758,,,,,109.6,102.0,105.5,,
1987-03-31,03/20/1987,590.85448,,,675.08675,,652.6568063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,03/27/1987,597.73149,,,674.73518,,660.8998777,,969.7467184,,400.3690194,820.3412699,,,,805.0748023,,,342.3610976,390.3184057,,,270.8050201,267.4148649,,,271.4694744,254.1601993,-10.53605157,240.6945108,272.1295428,,291.2350665,290.1421594,,,,,101.4,105.0,109.3,,
1987-03-31,03/13/1987,587.29906,,,675.11015,,651.6459313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,03/06/1987,585.93892,,,675.11015,,654.3811121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/03/1987,594.92875,,,674.34701,,658.4888073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/10/1987,591.2286,,,674.15826,,653.6169722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/17/1987,588.64928,,,673.85079,,652.1754506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/24/1987,588.96256,,,673.85079,,649.1360661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,05/01/1987,589.86637,,,673.17338,,650.6292152,,969.3896746,,402.7135813,820.8771397,,,,811.5285648,,,342.9460847,391.1022505,,,273.4367509,268.7847494,,,273.4367509,257.261223,0.0,245.9588842,280.9402695,,291.7770732,291.2350665,,,,,102.6,104.0,100.4,,
1987-05-31,05/08/1987,593.5714,,,672.76712,,654.1938677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,05/15/1987,595.63295,,,672.3592,,652.9039204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,05/22/1987,597.80753,,,672.27501,,654.8591526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,05/29/1987,595.11372,,,671.63526,,653.2130487,,969.5774339,,405.0044303,830.1226574,,,,819.8125297,,,344.4576105,391.5217896,,,276.6319109,268.7847494,,,277.2588722,261.7395833,0.0,252.5728644,284.4909384,,292.3161581,292.8523524,,,,,104.1,103.0,104.2,,
1987-06-30,06/05/1987,595.31394,,,671.29562,,653.0833895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,06/12/1987,597.25365,,,671.05231,,653.9499247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,06/19/1987,593.54496,,,670.01159,,651.6799401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,06/26/1987,594.56824,,,669.91308,,653.2843624,,970.0465205,,406.5602093,835.2607422,,,,817.1839632,,,344.3618098,390.7010464,,,279.7281335,267.4148649,,,279.1165108,261.0069793,0.0,255.7227311,285.6470206,,292.8523524,293.9161922,,,,,102.8,102.0,104.1,,
1987-07-31,07/31/1987,618.51381,,,669.45621,,669.4339261,,970.11094,,400.1863709,834.8640093,,,,819.5298622,,,344.0738556,390.7010464,,,277.2588722,268.1021529,,,278.5011242,258.7764035,0.0,249.3205453,286.2200881,,293.9161922,294.9688335,,,,,96.5,98.0,106.0,,
1987-07-31,07/24/1987,613.93025,,,669.46858,,671.1022376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,07/10/1987,611.66865,,,669.51807,,666.6536857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,07/17/1987,613.27905,,,669.51807,,671.8517863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,07/03/1987,602.90734,,,669.56753,,661.3330526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/07/1987,616.47033,,,669.45621,,664.4063133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/14/1987,618.87773,,,669.55517,,663.666808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/21/1987,622.86491,,,669.55517,,665.4976923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/28/1987,614.69928,,,669.41907,,658.9077773,,970.4332097,,396.081317,815.4384618,,,,815.7469032,,,345.4738149,391.2023005,,,268.1021529,264.6174797,,,266.7228207,256.4949357,-10.53605157,177.4952351,227.2125886,,294.4438979,294.4438979,,,,,69.1,92.0,89.8,,
1987-09-30,10/02/1987,619.76654,,,669.22078,,657.5856568,,971.2855963,,403.4240638,839.8559194,,,,820.8227556,,,346.1351304,391.7209532,,,278.5011242,258.7764035,,,277.2588722,267.4148649,0.0,224.0709689,266.7228207,,294.9688335,294.4438979,,,,,98.9,106.0,79.3,,
1987-09-30,09/25/1987,618.06583,,,669.25799,,655.6039447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,09/18/1987,619.5099,,,669.24559,,658.8857699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,09/11/1987,618.15682,,,669.38192,,658.9600253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,09/04/1987,614.78912,,,669.41907,,656.7066164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/09/1987,623.37635,,,669.18356,,661.0669126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/16/1987,624.24178,,,669.18356,,663.2133521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/23/1987,624.51761,,,669.15873,,661.4390423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/30/1987,622.44792,,,669.00967,,656.8681662,,971.112172,,404.3051268,830.4432056,,,,812.9349215,,,346.2292481,391.5217896,,,284.4909384,262.4668592,,,282.7313622,264.6174797,18.23215568,249.3205453,283.9078464,,296.0105096,295.4910279,,,,,104.9,104.0,123.6,,
1987-11-30,11/27/1987,612.39829,,,668.26097,,650.4632426,,971.5997663,,402.356438,839.4744388,,,,825.2292052,,,346.0409241,391.1022505,,,285.0706502,268.7847494,,,283.9078464,266.7228207,9.53101798,266.0259537,317.805383,,297.0414466,297.0414466,,,,,125.8,110.0,130.6,,
1987-11-30,11/20/1987,615.92856,,,668.2735,,650.8515752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-30,11/13/1987,613.57597,,,668.52365,,645.5434385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-30,11/06/1987,617.95403,,,668.83547,,651.9751825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/04/1987,617.75498,,,668.1231,,652.6538782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/11/1987,616.31674,,,667.98504,,652.9594005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/18/1987,621.81418,,,667.84679,,657.4922412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/25/1987,624.99559,,,667.84679,,660.5284389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,01/01/1988,626.36078,,,667.84679,,660.5284389,,972.4967162,,399.0834186,856.5001159,,,,836.6470297,,,346.885603,392.3358515,,,288.4800713,266.0259537,,,287.356464,267.4148649,9.53101798,269.4627181,301.0620886,,298.0618636,298.5681938,,,,,125.5,100.0,112.3,,
