date,date_w,USSKORW,A001,KOEMPTOTO,KOWRCCNSE,KOWRCDURE,KOWRCSEME,KOWRCNODE,KOCREU..A,KOCSMTTOA,KOCNFCONR,KOCSPHIMR,KOCSPSPMR,KOCSECDMR,KOEQUIPTE,KONEWCONA,KOPSMANUG,KOMSCONGG,KOIPMIMAG,KOMPCAPGG,KOMPCONGG,KOSIAI..E,KOSIAWRTE,KOSIATRNE,KOSIAHOTE,KOROCOINF,KOPIMANUG,KOPICONGG,KOBSIBAPR,KOBSISAPR,KOBSIBMPR,KOBSESI.R,KOBSIBMAR,KOBSIBNMR,KOEXPGDSA,KOIMPGDSA,KOEXCHINA,KOEXPSCOH,KOEXPMOVH,KOIMPCONA,KOEXPPRCF,KOIMPPRCF,KOCONPRCF,KOCPCOREF,KOCPEXFEF,KOPROPRCF,KONETTRDF
2010-01-31,01/29/2010,705.52266,109.476,1007.247054,433.5982696,402.1773869,458.394655,437.7014093,1743.433518,1450.420635,117.2,104.0,113.0,104.0,429.5923936,1579.377366,442.4846632,470.3203926,441.2798293,471.492105,461.9073091,441.1585437,449.2001488,455.3876892,486.1361591,429.4560609,412.2283931,412.2283931,89.0,100.0,93.0,114.0,96.6,102.5,1033.317085,1035.888487,1599.547537,251.4465452,433.0996464,1493.588434,481.818259,477.5587838,444.6760449,443.4737674,444.5470807,454.1910846,468.2408966
2010-01-31,01/22/2010,705.09894,113.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,01/08/2010,702.8423,114.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,01/15/2010,702.42041,115.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,02/05/2010,706.47163,106.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,02/12/2010,704.96888,97.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,02/19/2010,704.98623,107.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,02/26/2010,705.61753,108.332,1007.52536,437.0712875,404.8300624,462.5952725,441.0371108,1739.052174,1442.597154,114.7,103.0,114.0,98.0,436.3098625,1539.733922,443.3194921,473.4442522,442.3648309,469.501089,464.8229675,442.7238977,451.4150788,457.2646994,486.1361591,430.2712828,415.4184563,412.0661871,89.0,101.0,92.0,117.0,97.1,100.4,1040.545613,1034.316489,1588.930632,253.2902848,432.5720798,1486.877674,483.0391577,477.8619164,444.8750267,443.6751534,444.746319,454.361388,467.0021158
2010-03-31,03/26/2010,703.7906,108.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,04/02/2010,702.64268,108.424,1007.937177,434.6399457,400.0033883,460.3168183,439.6915247,1762.194807,1454.345957,114.6,102.0,114.0,100.0,437.5757022,1566.497714,445.7829598,473.3563401,444.2651256,470.8628894,465.9658371,442.8433007,450.0920165,459.3097605,485.903691,430.9455942,415.261347,418.2050143,89.0,102.0,96.0,116.0,117.1,110.3,1052.698826,1047.941962,1609.392139,270.9382646,458.7617027,1507.453957,482.6071225,478.6741461,445.0852826,443.580434,444.746319,454.8282324,468.6842335
2010-03-31,03/19/2010,703.31405,106.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,03/05/2010,703.9222,107.5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,03/12/2010,702.9123,109.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,04/09/2010,701.88493,110.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,04/16/2010,701.25656,110.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,04/23/2010,701.11689,108.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,04/30/2010,701.0763,113.732,1008.564243,434.120464,397.0291914,460.3168183,439.9375273,1749.451948,1448.007615,114.2,103.0,112.0,98.0,436.4371699,1571.23415,447.7336814,477.8282804,445.4347296,470.0480366,467.3762977,442.604352,450.4244267,460.1162165,487.0606649,431.6153891,416.9761202,423.5554731,94.0,107.0,101.0,118.0,111.9,107.2,1057.90056,1047.791783,1610.918779,271.4694744,462.2420539,1509.921833,482.8713657,479.5542581,445.4812304,443.7816056,444.8516376,455.5559685,467.6653288
2010-05-31,05/07/2010,705.22452,114.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,05/14/2010,703.08575,109.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,05/21/2010,708.52737,111.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,05/28/2010,708.59015,97.442,1009.133548,435.0277936,399.4524227,460.8165695,440.1829262,1751.897469,1451.718032,114.3,102.0,113.0,101.0,427.3884476,1599.535328,448.863637,477.8282804,446.2453884,474.0574823,468.2131227,444.1474093,450.9760001,460.5170186,486.907173,432.2807275,416.8214411,422.6833745,95.0,107.0,102.0,117.0,115.0,110.4,1056.84392,1045.891085,1607.786609,277.0711962,459.0056548,1507.822386,485.3201453,482.3421791,445.5857783,443.9823733,445.0502706,456.3931438,465.2149187
2010-06-30,06/25/2010,710.31164,111.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,06/18/2010,709.56115,113.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,07/02/2010,711.46068,104.924,1008.951058,436.1823927,400.5513349,462.8886713,441.1585437,1751.135984,1451.917573,116.1,104.0,113.0,103.0,436.5643155,1612.11118,450.2029427,477.9123493,446.3606622,473.7951297,468.3981366,443.6751534,451.8522379,461.21458,485.0466542,432.8098293,416.9761202,420.7673248,94.0,104.0,102.0,116.0,110.3,110.5,1064.659195,1047.03562,1607.213663,278.2539053,466.0131744,1505.156326,488.1892418,484.6625057,445.4812304,444.076713,445.1552697,456.5077092,464.5351976
2010-06-30,06/04/2010,709.14925,109.6225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,06/11/2010,712.78141,107.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-31,07/23/2010,708.91389,109.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-31,07/30/2010,707.55975,109.846,1009.299159,436.6912997,401.6383021,463.1812117,441.5219602,1753.783746,1458.231565,116.0,103.0,115.0,104.0,436.1823927,1584.214661,450.4244267,479.5790546,447.0495283,474.4932128,466.3439094,443.4381865,453.3674184,461.6110126,486.5994804,433.2048265,418.0522258,420.9160237,93.0,107.0,100.0,116.0,105.7,104.0,1060.716932,1047.508041,1610.590302,284.8970892,466.4476292,1503.810883,487.5349983,484.292645,445.678618,444.2768897,445.3533011,456.7572156,465.1576559
2010-07-31,07/09/2010,708.84088,106.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-31,07/16/2010,709.29893,109.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,08/06/2010,705.74676,109.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,08/13/2010,707.65271,101.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,08/20/2010,707.67932,99.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,08/27/2010,708.67923,107.026,1009.116972,436.3098625,403.9536326,463.4728988,439.8146017,1754.518091,1451.808417,113.6,102.0,114.0,102.0,443.0816799,1525.673477,450.0920165,477.9963476,446.7056884,476.8988271,466.0604893,442.9625613,452.7208645,460.4169686,486.5994804,433.3361463,418.6619838,422.5372825,88.0,102.0,96.0,114.0,96.7,101.2,1050.454562,1047.092876,1607.85441,295.5951404,446.4182493,1509.94953,484.803793,484.1664222,446.1877016,444.4766664,445.5509411,457.0578741,464.8229675
2010-09-30,09/03/2010,706.8172,107.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,09/10/2010,706.11757,109.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,09/17/2010,705.70068,111.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,09/24/2010,705.19985,110.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,10/01/2010,703.08575,105.82,1008.88877,437.8269586,409.2676505,463.9571613,440.3054002,1753.10195,1455.087827,112.5,103.0,114.0,97.0,442.8433007,1583.536808,450.2029427,478.9157022,446.7056884,477.7441407,468.5828089,442.7238977,453.5820108,460.6169686,484.103251,433.2048265,420.3198967,420.6184044,88.0,99.0,93.0,115.0,107.7,99.6,1058.179725,1046.31542,1608.90995,299.6232149,454.2549824,1508.470915,483.9530593,484.0558464,446.9808548,444.5822693,445.6554162,457.6359104,462.9667658
2010-10-31,10/08/2010,702.24224,108.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,10/15/2010,701.32408,104.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,10/22/2010,702.66932,107.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,10/29/2010,702.50938,112.294,1009.129404,437.0712875,408.4294226,465.2053772,438.5769621,1753.08476,1460.498013,112.1,103.0,115.0,92.0,442.604352,1529.879233,449.8697941,476.7289035,447.9606963,479.1649753,468.3981366,443.0816799,451.6338972,461.7098757,484.1822087,433.073334,420.6184044,422.2444565,89.0,101.0,95.0,112.0,106.0,102.0,1067.6839,1051.870279,1615.233513,304.1183536,471.0970605,1515.733043,480.9579339,482.7913657,446.9808548,444.5822693,445.6554162,458.0057485,462.1240366
2010-11-30,11/26/2010,705.26778,108.876,1009.145978,438.0775853,408.4294226,464.2465971,441.0371108,1760.687422,1465.927791,115.4,104.0,116.0,98.0,438.949865,1585.238731,451.5245478,476.8988271,448.4131858,479.0819533,468.4905154,443.4381865,453.3674184,460.4169686,483.3898116,433.3361463,420.1703081,422.5372825,90.0,101.0,94.0,114.0,103.6,103.2,1062.767089,1056.280139,1617.509725,307.2230245,471.5906228,1517.802439,481.518797,484.7096237,446.48731,444.5822693,445.6554162,458.3435694,461.0555658
2010-11-30,11/19/2010,703.18738,105.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,11/05/2010,701.04021,109.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,11/12/2010,702.77137,114.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,12/03/2010,703.68079,109.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,12/10/2010,704.1849,113.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,12/17/2010,705.27643,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,12/24/2010,704.8343,110.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,12/31/2010,702.21994,107.416,1009.530554,439.0738575,409.4344562,465.9658371,441.6428061,1763.953523,1474.469461,114.2,105.0,115.0,95.0,440.5498991,1648.26248,452.3960131,478.4152842,450.2029427,477.6599302,471.1330382,444.1474093,454.0098189,463.7637376,486.0587298,433.9901708,422.6833745,428.0824129,90.0,100.0,95.0,112.0,95.4,111.1,1069.52422,1059.805158,1621.954938,316.0398895,473.0833204,1518.745241,484.4187086,489.0950451,446.8777561,444.8750267,445.9566212,459.2692664,460.0660031
2011-01-31,01/14/2011,701.66545,115.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,01/07/2011,702.30463,117.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,01/21/2011,701.97438,111.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,01/28/2011,701.74613,112.544,1008.938604,443.9115602,414.6304301,468.2131227,447.5061501,1760.758683,1470.581988,112.7,106.0,117.0,90.0,440.3054002,1540.728946,455.3876892,483.1508628,453.2599493,483.0710862,472.2063937,446.3606622,456.9543008,463.4728988,486.4452784,435.1567427,419.7201948,422.2444565,87.0,99.0,93.0,112.0,98.1,100.4,1070.246587,1064.498011,1612.101249,320.8825489,469.0521853,1525.534569,482.6231571,488.6280713,448.0626851,445.5741672,446.4412748,460.7966273,457.8826211
2011-02-28,02/04/2011,701.56675,112.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,02/11/2011,702.70039,109.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,02/18/2011,701.42751,102.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,02/25/2011,702.73145,95.526,1009.798469,436.0547603,409.6009842,464.6312129,436.6912997,1748.637926,1451.830555,110.3,104.0,115.0,85.0,435.4141431,1522.148278,452.5044142,477.2378105,450.313746,478.9157022,468.8591794,443.7934267,452.3960131,462.3010104,484.6546506,435.1567427,419.8704578,424.4200318,84.0,95.0,89.0,114.0,92.3,92.1,1055.756672,1050.236768,1607.493154,309.0587805,456.6533302,1505.562241,484.6075067,491.397754,448.739965,446.2569217,446.8433662,461.5417502,457.9031528
2011-03-31,04/01/2011,699.12229,104.102,1010.287106,439.4449155,412.3903364,463.7637376,442.1247348,1763.984862,1470.789582,98.9,100.0,113.0,66.0,442.1247348,1580.928282,454.1164856,478.4152842,452.5044142,483.4693344,470.5015521,445.4347296,454.4358047,467.0957927,482.5108606,435.6708827,422.8292535,423.2656178,87.0,97.0,95.0,110.0,111.7,102.5,1078.005966,1072.691605,1625.948505,328.1287085,480.557721,1532.777656,487.588411,494.9327105,449.132937,446.5563232,447.1410196,462.7322991,456.7156744
2011-03-31,03/18/2011,702.59382,82.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,03/25/2011,701.30608,96.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,03/11/2011,702.67376,102.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,03/04/2011,701.91625,100.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,04/08/2011,698.70285,109.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,04/15/2011,699.20964,104.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,04/22/2011,698.56881,103.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,04/29/2011,697.40111,110.368,1010.508055,439.9375273,411.414719,465.9658371,442.604352,1758.518206,1463.926574,101.1,99.0,113.0,73.0,438.7014176,1571.913976,453.044664,473.9701079,451.0859507,479.4963758,463.9571613,445.7829598,454.648119,464.6312129,485.903691,435.4141431,424.1326753,419.2680463,92.0,103.0,99.0,114.0,97.8,99.2,1079.007601,1069.622035,1619.574775,318.138162,479.7359562,1535.49551,486.182588,495.5474883,449.2337378,446.7516021,447.3351611,463.3466055,455.5559685
2011-05-31,05/27/2011,698.69361,98.024,1011.009514,440.5498991,414.3134726,466.3439094,442.2448549,1767.046319,1467.824312,104.9,99.0,114.0,82.0,442.2448549,1578.237953,453.6891345,474.3191484,451.4150788,481.6241156,467.2828834,445.7829598,455.7029811,463.7637376,489.0349128,436.1823927,425.7030144,423.1203745,90.0,101.0,96.0,112.0,99.4,98.3,1076.49277,1072.072963,1623.985406,321.8075505,479.8101922,1532.00323,484.4187086,493.3898228,449.4238625,447.1410196,447.7223172,463.6475036,451.1738241
2011-05-31,05/20/2011,698.73056,105.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,05/06/2011,698.9842,107.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,05/13/2011,699.11309,101.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,06/03/2011,698.23988,105.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,06/10/2011,698.88743,98.7975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,06/17/2011,699.02105,98.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,06/24/2011,698.36509,98.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,07/01/2011,697.09648,105.186,1011.32216,441.4009681,414.7885329,468.3056725,442.7238977,1762.620765,1468.924947,102.4,99.0,112.0,79.0,442.1247348,1625.445189,454.3294782,477.4912961,452.1788577,480.3201036,470.8628894,446.3606622,456.4348191,464.8229675,486.4452784,436.6912997,428.2206299,426.4087337,88.0,102.0,93.0,109.0,97.4,102.5,1075.228913,1071.051621,1622.483347,324.998682,490.8602569,1529.938525,483.2704086,492.8774268,449.6136265,447.5289265,447.9153345,463.4243433,452.113619
2011-07-31,07/29/2011,696.06323,103.406,1011.042042,439.9375273,413.1961426,466.4382046,441.5219602,1760.994265,1470.810842,102.9,100.0,112.0,78.0,439.5682961,1545.579887,454.648119,477.1531723,452.1788577,481.462041,468.0277658,447.1638793,456.6429358,467.0957927,487.2904621,436.9447852,428.2206299,425.9859001,87.0,98.0,92.0,108.0,91.3,103.1,1079.855696,1069.865257,1628.609539,325.8096538,484.944881,1532.11423,481.315949,491.6251352,450.0920165,447.8131953,448.1079801,463.5602393,452.3960131
2011-07-31,07/15/2011,696.46553,104.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,07/08/2011,696.31427,110.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,07/22/2011,695.73784,109.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,08/05/2011,697.29811,97.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,08/12/2011,698.38363,72.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,08/19/2011,699.14988,85.6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,08/26/2011,698.47163,85.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-31,09/02/2011,697.12933,98.47,1011.370796,440.7938016,412.552018,467.9349584,442.4846632,1765.305617,1471.434094,98.1,98.0,110.0,70.0,448.4131858,1584.017076,454.648119,477.4068722,451.9612298,482.2697999,467.0021158,447.8472533,457.3679519,466.0604893,483.3102254,437.3238129,428.7715955,420.6184044,81.0,92.0,84.0,107.0,83.2,91.3,1073.186601,1072.286378,1626.786337,337.7928755,470.1479866,1538.162335,482.0523472,491.881236,450.7667605,447.9153345,448.311554,463.6862633,451.5136063
2011-09-30,09/09/2011,698.23988,98.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,09/16/2011,701.4365,89.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,09/23/2011,706.09055,81.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,09/30/2011,707.42015,84.794,1010.258428,440.9155302,415.7319361,468.3056725,441.5219602,1764.546668,1467.37403,97.3,98.0,111.0,65.0,441.0371108,1585.857529,455.2823706,475.7891273,451.9612298,481.3809051,467.0957927,446.5908119,456.2262685,464.9187071,480.729437,437.1976299,430.9455942,423.2656178,82.0,94.0,84.0,106.0,95.0,98.3,1074.744337,1072.060899,1627.206437,355.0191934,482.7273196,1535.880867,484.944881,495.3218023,450.6674939,447.8131953,448.2098188,463.7637376,451.5354882
2011-10-31,10/21/2011,704.52102,100.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-31,10/07/2011,706.56134,86.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-31,10/14/2011,705.28076,100.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-31,10/28/2011,700.5789,103.694,1011.459901,440.4277244,410.2643365,468.0277658,442.8433007,1762.714982,1472.087057,100.0,100.0,112.0,66.0,439.5682961,1582.921486,455.3876892,472.8272383,454.2230386,483.8660029,467.2828834,447.0495283,455.1769409,465.2053772,482.5108606,437.5757022,432.9416684,427.1095074,82.0,95.0,85.0,104.0,94.1,96.2,1074.964505,1066.218298,1628.718581,353.1348066,484.2453301,1531.691773,486.1438988,496.2914558,450.4797212,447.7223172,448.2098188,463.6668853,450.5460342
2011-11-30,12/02/2011,702.86446,96.432,1011.350534,439.4449155,413.3565275,462.2027303,442.4846632,1763.405195,1478.128569,104.8,102.0,113.0,75.0,438.7014176,1601.70455,454.0098189,472.2063937,452.2874943,481.2184355,466.8144985,446.7056884,455.5979942,463.4728988,481.2184355,437.5757022,434.3805422,428.4964922,80.0,93.0,85.0,105.0,91.8,94.7,1073.667044,1066.919911,1623.092332,349.286457,490.4385494,1531.624905,483.4852314,494.883081,450.5681287,448.0060375,448.4018984,463.3466055,451.5136063
2011-11-30,11/25/2011,705.83281,94.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,11/11/2011,702.69595,95.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,11/04/2011,701.27907,95.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,11/18/2011,703.81254,101.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,12/09/2011,704.47307,99.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,12/16/2011,705.50108,96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,12/23/2011,704.70823,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,12/30/2011,705.55285,99.888,1011.532746,441.5219602,411.7409835,469.5924549,443.5567402,1768.453485,1483.612779,98.5,98.0,111.0,68.0,442.4846632,1663.11016,453.044664,473.6198448,450.4244267,475.4451889,466.4382046,445.6670178,455.9126247,462.6931678,482.5910853,437.7014093,436.6912997,430.1358732,81.0,91.0,82.0,100.0,85.2,96.7,1077.360292,1072.521419,1627.378332,360.8211551,492.9786706,1529.597809,483.3818558,495.0318958,450.9539955,448.3906098,448.5936098,463.4437684,449.6470769
2012-01-31,01/06/2012,705.66062,100.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-31,01/13/2012,704.86904,100.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-31,01/27/2012,702.17534,103.6233333,1011.382951,443.3194921,418.9654742,469.1347882,444.3827036,1762.630986,1481.093405,97.1,98.0,110.0,66.0,445.4347296,1582.621009,456.3305982,476.1318868,452.8289142,484.6546506,466.5324109,447.0495283,457.5741375,463.6668853,481.6241156,437.5757022,432.2807275,425.8445573,78.0,88.0,80.0,101.0,84.4,94.2,1062.620222,1068.091363,1609.727275,353.6019607,470.1025672,1529.68878,484.3005286,496.0113632,451.3493397,448.5936098,448.8299234,463.9571613,451.1189123
2012-01-31,01/20/2012,703.30655,102.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,02/03/2012,701.84018,99.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,02/10/2012,702.42041,97.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,02/17/2012,702.72036,96.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,02/24/2012,702.50938,99.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,03/02/2012,701.7058,98.0325,1011.787286,441.0371108,412.0661871,464.8229675,444.8516376,1757.700372,1478.133442,101.6,100.0,112.0,69.0,459.0056548,1595.423252,457.3679519,477.3223771,457.1613402,487.3669439,471.6711561,447.8472533,454.9657476,466.0604893,483.786795,438.2026635,433.5982696,427.2490748,79.0,89.0,82.0,105.0,93.5,90.4,1074.324673,1071.663717,1616.693162,357.5710756,493.8566268,1519.503203,483.9372365,496.4940335,451.7322095,448.7174628,449.2113464,464.6408094,451.4150788
2012-03-31,03/23/2012,703.48284,105.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,03/30/2012,703.16529,104.688,1012.141754,440.4277244,412.3903364,462.6931678,444.5001434,1765.123084,1482.403146,102.1,100.0,112.0,73.0,438.949865,1571.975163,454.648119,473.0039168,453.3674184,483.6281907,466.4382046,447.0495283,454.648119,464.4390899,482.350218,438.3275854,434.2505877,425.1348311,81.0,92.0,84.0,106.0,105.1,96.7,1076.489576,1071.560387,1621.731545,369.5606775,497.3279508,1534.720312,484.5603406,498.1412435,451.7540436,448.4696033,448.919801,465.138561,450.1031146
2012-03-31,03/16/2012,702.6338,103.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,03/09/2012,701.84018,103.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-30,04/06/2012,703.24036,107.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-30,04/13/2012,703.39473,103.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-30,04/20/2012,703.82132,100.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
