date,date_w,USSKORW,A001,KOEMPTOTO,KOWRCCNSE,KOWRCDURE,KOWRCSEME,KOWRCNODE,KOCREU..A,KOCSMTTOA,KOCNFCONR,KOCSPHIMR,KOCSPSPMR,KOCSECDMR,KOEQUIPTE,KONEWCONA,KOPSMANUG,KOMSCONGG,KOIPMIMAG,KOMPCAPGG,KOMPCONGG,KOSIAI..E,KOSIAWRTE,KOSIATRNE,KOSIAHOTE,KOROCOINF,KOPIMANUG,KOPICONGG,KOBSIBAPR,KOBSISAPR,KOBSIBMPR,KOBSESI.R,KOBSIBMAR,KOBSIBNMR,KOEXPGDSA,KOIMPGDSA,KOEXCHINA,KOEXPSCOH,KOEXPMOVH,KOIMPCONA,KOEXPPRCF,KOIMPPRCF,KOCONPRCF,KOCPCOREF,KOCPEXFEF,KOPROPRCF,KONETTRDF
1985-01-31,01/04/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/18/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,01/25/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-31,02/01/1985,,,958.3198263,,,,,,,,,,,,1239.63169,232.238772,339.785848,232.238772,224.0709689,344.6807893,,,,,269.4627181,243.3613355,296.0105096,,,,,,,740.4190861,778.3589366,,,,,459.5725727,385.8622229,336.9018483,343.0756184,,392.0189568,
1985-02-28,02/08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,02/15/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,02/22/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-28,03/01/1985,,,960.1855294,,,,,,,,,,,,1304.219616,236.0854001,343.7207819,236.0854001,229.2534757,350.85559,,,,,270.1361213,245.1005098,299.5732274,,,,,,,749.8016103,763.202024,,,,,459.2388852,385.8622229,337.6221396,343.6564525,,391.9197209,
1985-03-31,03/08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/15/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/22/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,03/29/1985,,,960.8904389,,,,,,,,,,,,1306.518755,235.1375257,342.751469,234.1805806,224.0709689,346.5735903,,,,,270.1361213,245.9588842,299.0719732,,,,,,,776.0916204,772.5100873,,,,,459.2388852,386.030857,337.7246161,343.6886224,,391.5217896,
1985-04-30,04/26/1985,,,960.8517655,,,,,,,,,,,,1331.483821,238.8762789,344.0418095,237.9546134,234.1805806,349.3472658,,,,,271.4694744,246.8099531,299.0719732,,,,,,,776.8971683,782.3671941,,,,,459.9655005,386.7443962,337.8269877,343.9135221,,392.0189568,
1985-04-30,04/19/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,04/05/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-30,04/12/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/03/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/10/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/17/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/24/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,05/31/1985,,,961.5707475,,,,,,,,,,,,1303.1782,237.9546134,344.6807893,237.0243741,223.00144,349.0428515,,,,,272.1295428,249.3205453,301.0620886,,,,,,,781.0523391,792.2436895,,,,,459.7944141,387.1617591,338.5406696,344.4895237,,391.9197209,
1985-06-30,06/14/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/07/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/21/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,06/28/1985,,,961.4241591,,,,,,,,,,,,1278.318588,237.0243741,346.5735903,237.9546134,237.9546134,349.0428515,,,,,272.7852828,249.3205453,298.5681938,,,,,,,789.6954779,779.9953708,,,,,459.9152114,387.1617591,338.6422096,344.7762851,,391.9197209,
1985-07-31,07/26/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,07/19/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,08/02/1985,,,961.3273611,,,,,,,,,,,,1294.506996,237.9546134,347.506723,237.9546134,234.1805806,349.6507561,,,,,273.4367509,245.9588842,298.0618636,,,,,,,781.4260286,779.7699571,,,,,459.9051505,387.0992656,338.6422096,344.9987546,,392.0189568,
1985-07-31,07/05/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-31,07/12/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/30/1985,,,961.3910352,,,,,,,,,,,,1288.49789,238.8762789,346.5735903,239.7895273,226.1763098,350.85559,,,,,274.0840024,249.3205453,301.5534901,,,,,,,776.4645839,779.9861509,,,,,460.3067978,387.3905683,338.8112142,345.4422143,,392.0189568,
1985-08-31,08/23/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/16/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,08/09/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/06/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/13/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/20/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,09/27/1985,,,962.2411611,,,,,,,,,,,,1278.091759,240.6945108,348.1240089,239.7895273,227.2125886,352.3415014,,,,,274.0840024,249.3205453,306.8052935,,,,,,,786.2198461,778.8559341,,,,,460.5570106,387.1617591,339.9195379,345.8522448,,392.3358515,
1985-10-31,11/01/1985,,,963.0448414,,,,,,,,,,,,1283.919643,241.5913778,348.7375078,240.6945108,227.2125886,352.3415014,,,,,274.7270914,249.3205453,306.8052935,,,,,,,788.7346015,786.8144041,,,,,460.8664075,387.1617591,340.2196882,345.7262606,,392.4346755,
1985-10-31,10/25/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/18/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/11/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-31,10/04/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/08/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/15/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/22/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-30,11/29/1985,,,963.3222257,,,,,,,,,,,,1312.282527,242.4802726,351.1545439,239.7895273,223.00144,354.3853682,,,,,276.000994,245.9588842,301.0620886,,,,,,,802.9248133,804.0410154,,,,,460.5670061,387.7017396,339.0136434,345.4738149,,391.8402612,
1985-12-31,12/27/1985,,,962.1377262,,,,,,,,,,,,1352.577571,248.490665,355.5348061,246.8099531,238.8762789,358.6292865,,,,,277.2588722,247.65384,302.0424886,,,,,,,824.4258638,821.7262814,,,,,460.8065989,388.5268268,339.618484,345.946629,,392.3358515,
1985-12-31,12/13/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,12/06/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,12/20/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/03/1986,679.27933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/10/1986,679.18954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/17/1986,679.18954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/24/1986,679.18954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-31,01/31/1986,679.26811,,961.8522452,,,,,,,,,,,,1202.98425,248.490665,357.2345638,248.490665,254.9445171,361.0917913,,,,,277.8819272,251.7696473,303.4952987,,,,,,,761.4117258,780.081464,,,,,462.3108331,388.4240624,340.5189403,346.5735903,,392.5136645,
1986-02-28,02/07/1986,678.95346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,02/14/1986,678.7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,02/21/1986,678.7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,02/28/1986,678.62654,,962.6009244,,,,,,,,,,,,1269.363988,248.490665,358.6292865,249.3205453,249.3205453,364.0214282,,,,,279.1165108,255.7227311,307.2693315,,,,,,,774.1841969,784.7056038,,,,,462.5952725,386.7443962,341.0817625,346.8544455,,391.8402612,
1986-03-31,03/21/1986,678.50225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,03/07/1986,678.50225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,03/14/1986,678.50225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,03/28/1986,678.40045,,962.343166,,,,,,,,,,,,1333.427448,251.7696473,363.4951112,251.7696473,243.3613355,366.8676747,,,,,279.7281335,256.4949357,305.8707073,,,,,,,784.9713758,784.2589414,,,,,462.3010104,382.5157072,341.2796518,347.010136,,390.9219078,
1986-04-30,05/02/1986,678.50225,,963.6512274,,,,,,,,,,,,1327.004173,258.021683,365.58396,255.7227311,258.021683,370.1301974,,,,,280.3360381,253.3696814,311.3515309,,,,,,,784.698411,786.7801044,,,,,461.7493936,380.4660487,341.1807561,347.3518043,,390.4192426,
1986-04-30,04/25/1986,678.72811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,04/04/1986,678.59266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,04/11/1986,678.59266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-30,04/18/1986,678.77322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/09/1986,678.50225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/16/1986,678.75067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/23/1986,678.62654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,05/30/1986,678.85212,,964.0054417,,,,,,,,,,,,1322.56291,258.7764035,368.6376324,257.261223,246.8099531,372.08625,,,,,282.1378886,254.1601993,311.3515309,,,,,,,800.4175166,788.0898822,,,,,462.5364893,381.7932082,341.7726684,348.0624515,,390.5401129,
1986-06-30,06/06/1986,679.03222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,06/13/1986,679.09967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,06/20/1986,678.98722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,06/27/1986,678.93095,,964.4224474,,,,,,,,,,,,1294.561904,259.5254707,370.3768067,259.5254707,256.4949357,373.289634,,,,,283.3213344,254.1601993,310.0092289,,,,,,,806.7837009,784.6304053,,,,,462.4972813,381.3086258,341.5757533,348.8902962,,390.2174669,
1986-07-31,07/25/1986,678.51356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,07/18/1986,678.51356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,08/01/1986,678.45702,,965.3385746,,,,,,,,,,,,1298.237461,258.021683,370.1301974,258.7764035,252.5728644,374.9504076,,,,,283.9078464,255.7227311,314.8453361,,,,,,,798.2840292,789.5646785,,,,,462.5952725,380.3323589,341.6742593,349.2560388,,390.3184057,
1986-07-31,07/04/1986,678.86338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-31,07/11/1986,678.86338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/08/1986,678.60395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/15/1986,678.51356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/22/1986,678.51356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,08/29/1986,678.00014,,966.7326515,,,,,,,,,,,,1306.140457,262.4668592,371.8438256,261.7395833,258.021683,375.8871826,,,,,285.0706502,257.261223,316.1246712,,,,,,,798.9562144,784.878311,,,,,462.7420795,379.7958049,341.5757533,349.2256113,,390.3184057,
1986-09-30,09/05/1986,678.09441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,09/12/1986,677.91261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,09/19/1986,677.91261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,09/26/1986,677.88987,,965.4899903,,,,,,,,,,,,1288.502201,263.905733,374.4787086,263.188884,256.4949357,378.8724789,,,,,285.6470206,254.1601993,312.6760536,,,,,,,806.5731474,783.8735983,,,,,462.6148592,381.7932082,342.165339,349.5598057,,390.5803706,
1986-10-31,10/31/1986,677.30804,,966.6527745,,,,,,,,,,,,1308.674449,264.6174797,376.3522997,262.4668592,256.4949357,379.3239469,,,,,286.2200881,254.1601993,315.2736022,,,,,,,809.209501,785.1401611,,,,,463.1519961,382.6029292,341.1807561,349.2256113,,389.6909368,
1986-10-31,10/03/1986,677.6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,10/10/1986,675.69324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,10/17/1986,677.99219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-31,10/24/1986,677.30804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,11/21/1986,676.71129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,11/28/1986,676.7228,,968.2187301,,,,,,,,,,,,1320.837225,264.6174797,375.6538103,263.188884,260.2689685,380.4437795,,,,,286.7898902,256.4949357,317.805383,,,,,,,808.8840551,784.9952326,,,,,463.2785353,382.9510584,341.0157123,349.286457,,389.5893623,
1986-11-30,11/07/1986,677.30804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-30,11/14/1986,677.15919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/05/1986,676.56155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/12/1986,676.21513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/19/1986,676.56155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,12/26/1986,676.53849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,01/02/1987,675.8559,,967.5241003,,,,,,,,,,,,1380.491159,266.0259537,378.8724789,266.7228207,260.2689685,382.2098298,,,,,287.356464,257.261223,315.7000421,,,,,,,815.7185844,810.2244254,,,,,463.336884,383.1463498,341.0157123,349.286457,,389.6909368,
1987-01-31,01/09/1987,675.8559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-31,01/23/1987,675.47206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-31,01/30/1987,675.44875,,966.6821103,,,,,,,,,,,,1229.133708,265.3241965,379.3239469,266.7228207,261.7395833,384.5883203,,,,,287.9198457,261.7395833,314.8453361,,,,,,,797.1842718,774.4545989,,,,,464.3043838,384.2244111,341.3784497,349.4991261,,389.7924081,
1987-01-31,01/16/1987,675.47206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/06/1987,675.36713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/13/1987,675.26208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/20/1987,675.2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,02/27/1987,675.20367,,970.6518442,,,,,,,,,,,,1311.835536,268.1021529,380.4437795,267.4148649,266.0259537,385.6510295,,,,,289.0371758,263.905733,316.1246712,,,,,,,798.3519187,791.6390342,,,,,465.1958347,386.6607142,341.5757533,349.7113438,,389.9950424,
1987-03-31,03/20/1987,675.08675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,03/27/1987,674.73518,,969.7467184,,,,,,,,,,,,1350.308761,270.8050201,383.5141961,271.4694744,272.1295428,388.9777396,,,,,290.1421594,267.4148649,325.4242969,,,,,,,820.3412699,805.0748023,,,,,465.5768239,388.7525374,342.3610976,350.2248626,,390.3184057,
1987-03-31,03/13/1987,675.11015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,03/06/1987,675.11015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/03/1987,674.34701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/10/1987,674.15826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/17/1987,673.85079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,04/24/1987,673.85079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-30,05/01/1987,673.17338,,969.3896746,,,,,,,,,,,,1329.753107,273.4367509,388.3623531,273.4367509,273.4367509,391.0021003,,,,,291.2350665,268.7847494,329.2126287,,,,,,,820.8771397,811.5285648,,,,,465.7857508,389.5690351,342.9460847,350.7657293,,391.1022505,
1987-05-31,05/08/1987,672.76712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,05/15/1987,672.3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,05/22/1987,672.27501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,05/29/1987,671.63526,,969.5774339,,,,,,,,,,,,1353.696793,276.6319109,393.9638172,277.2588722,280.9402695,396.081317,,,,,292.8523524,268.7847494,327.336401,,,,,,,830.1226574,819.8125297,,,,,466.0983251,389.9545484,344.4576105,351.7794529,,391.5217896,
1987-06-30,06/05/1987,671.29562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,06/12/1987,671.05231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,06/19/1987,670.01159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,06/26/1987,669.91308,,970.0465205,,,,,,,,,,,,1299.750739,279.7281335,397.5936331,279.1165108,278.5011242,397.7810746,,,,,293.9161922,267.4148649,325.4242969,,,,,,,835.2607422,817.1839632,,,,,466.6453414,389.6909368,344.3618098,351.8091133,,390.7010464,
1987-07-31,07/31/1987,669.45621,,970.11094,,,,,,,,,,,,1307.483562,277.2588722,393.9638172,278.5011242,278.5011242,397.0291914,,,,,294.9688335,268.1021529,326.9568939,,,,,,,834.8640093,819.5298622,,,,,467.0583325,389.9950424,344.0738556,351.6607233,,390.7010464,
1987-07-31,07/24/1987,669.46858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,07/10/1987,669.51807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,07/17/1987,669.51807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-31,07/03/1987,669.56753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/07/1987,669.45621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/14/1987,669.55517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/21/1987,669.55517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,08/28/1987,669.41907,,970.4332097,,,,,,,,,,,,1314.136961,268.1021529,378.4189634,266.7228207,254.1601993,381.3307032,,,,,294.4438979,264.6174797,317.805383,,,,,,,815.4384618,815.7469032,,,,,467.1613143,389.7721221,345.4738149,351.7201057,,391.2023005,
1987-09-30,10/02/1987,669.22078,,971.2855963,,,,,,,,,,,,1324.194213,278.5011242,392.9862924,277.2588722,266.7228207,396.4615456,,,,,294.4438979,258.7764035,311.7949906,,,,,,,839.8559194,820.8227556,,,,,467.6653288,390.6004933,346.1351304,351.9572834,,391.7209532,
1987-09-30,09/25/1987,669.25799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,09/18/1987,669.24559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,09/11/1987,669.38192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,09/04/1987,669.41907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/09/1987,669.18356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/16/1987,669.18356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/23/1987,669.15873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-10-31,10/30/1987,669.00967,,971.112172,,,,,,,,,,,,1318.54208,284.4909384,399.0834186,282.7313622,283.9078464,401.2772909,,,,,295.4910279,262.4668592,312.6760536,,,,,,,830.4432056,812.9349215,,,,,468.5828089,391.7010547,346.2292481,352.4299579,,391.5217896,
1987-11-30,11/27/1987,668.26097,,971.5997663,,,,,,,,,,,,1338.103622,285.0706502,399.2680908,283.9078464,287.356464,403.4240638,,,,,297.0414466,268.7847494,318.6352633,,,,,,,839.4744388,825.2292052,,,,,469.0521853,391.9594271,346.0409241,352.459426,,391.1022505,
1987-11-30,11/20/1987,668.2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-30,11/13/1987,668.52365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-11-30,11/06/1987,668.83547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/04/1987,668.1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/11/1987,667.98504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/18/1987,667.84679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,12/25/1987,667.84679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,01/01/1988,667.84679,,972.4967162,,,,,,,,,,,,1406.115271,288.4800713,400.1863709,287.356464,287.9198457,404.8300624,,,,,298.5681938,266.0259537,324.6490992,,,,,,,856.5001159,836.6470297,,,,,469.3638834,391.8203865,346.885603,352.4299579,,392.3358515,
1988-01-31,01/08/1988,667.41825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-31,01/15/1988,667.13998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-31,01/22/1988,667.13998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-31,01/29/1988,666.42815,,972.8672154,,,,,,,,,,,,1258.069359,287.356464,401.9980147,287.9198457,297.5529566,404.1295341,,,,,299.0719732,274.7270914,328.8401888,,,,,,,828.3622971,821.2865344,985.0034032,,,,470.4743991,393.7300813,347.4138006,352.6360525,,392.9273359,535.0862377
1988-02-29,02/05/1988,665.99347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-29,02/12/1988,665.71121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-29,02/19/1988,664.84663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-29,02/26/1988,664.84663,,972.7058799,,,,,,,,,,,,1309.922985,287.356464,400.3690194,289.0371758,300.0719815,403.7774211,,,,,300.0719815,274.7270914,328.8401888,,,,,,,832.387564,819.435554,1033.055106,,,,470.6462437,393.5153423,349.0733347,354.0669427,,393.4957977,534.6440642
