date_w,date_m,KORCOMP,KOBDY10,KOCBNG3,USSKORW,GSCITOT,A001,KORCNST,KORMACH,KOEMPMANF,KOEMPCONF,KOIMPGDDA,KOPROPRCF,KOPPSRM.F,KOEQUIPTE,KOEQUIMAE,KOEQUITTE,KONEWCONA,KOCONPMTH,KOCONSTRP,KOVALCONA,KOMSCAPGG,KOPICAPGG,KOSIARRLE,KOSSBFMBE,KOIPMIMAG,KOMPRI30G,KOMPCAPGG,KOMPCONDG,KOCYLEADR,KOBSESI.R,KOCOBUSIR,KOBSIIMPR,KOBSIIMER,KOBSIBCOQ,KOBFINAAF,KOBUSINVR,KOCNFCONR,KOCSEMEMR,KODBLNEQA,KOLRLTCO
1991-11-22,11/30/1991,649.32091,,,662.1805,780.98659,,576.1359319,701.7335878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-11-29,11/30/1991,648.07652,,,662.53924,781.05149,,576.0540808,699.6040844,850.4153968, ,1487.354596,404.2524813,319.8673118,,,,1430.435367,845.3827316,, ,323.4749174,385.2273001,,,312.6760536,,335.6897123,390.6004933,330.3216973,,,,,94.2,99.0,106.0,,,959.680613,
1991-12-06,12/31/1991,645.38927,,,662.53924,776.87447,,570.3215647,695.8619481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-13,12/31/1991,647.2918,,,662.67177,776.54843,,572.3454374,699.5280691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-20,12/31/1991,641.71407,,,663.06834,772.3872,,565.8296844,696.6486344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-27,12/31/1991,641.4966,,,663.16064,772.90758,,562.2644723,694.9290619,850.3175496, ,1473.709366,404.5504397,322.0873828,,,,1456.429881,860.7582191,, ,321.8875825,386.9115504,,,312.6760536,,331.0543013,388.1563798,330.6886702,,,,,93.2,104.0,96.0,,,961.2707353,
1992-01-03,01/31/1992,643.65189,16.8,,663.16064,773.82702,,563.8105528,696.7325227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-10,01/31/1992,642.88643,16.8,,663.39761,772.81076,,557.1659613,694.6543206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-17,01/31/1992,642.44151,16.8,,663.7127,775.97848,,555.3424593,696.1419261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-24,01/31/1992,648.92657,16.5,,663.7127,776.24259,,563.8746052,699.0836443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-31,01/31/1992,652.28425,16.15,,663.86987,776.42535,,568.8838027,703.1166889,851.637984, ,1484.945241,404.9347196,323.5536266,,,,1464.096856,917.9365568,, ,321.4867803,387.3282177,,,312.6760536,,336.3841595,371.1130063,331.0543013,,,,,96.3,103.0,109.0,,,962.3846398,
1992-02-07,02/29/1992,653.79951,16.0,,663.86987,779.65104,,572.9287765,706.421187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-14,02/29/1992,649.01619,16.0,,663.98758,778.1055,,570.8670509,701.5927837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-21,02/29/1992,645.03282,16.2,,663.98758,775.61525,,565.7040212,697.2906113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-02-28,02/29/1992,642.1606,16.15,,662.47688,775.31943,,562.2897746,691.8764455,852.3203053, ,1469.65674,405.0740925,320.5587931,,,,1465.442493,880.1168402,, ,326.1935314,395.6996371,,,314.8453361,,344.0418095,388.1563798,331.7815773,,,,,88.2,104.0,107.0,,,962.7430975,
1992-03-06,03/31/1992,643.94941,16.15,,662.51536,774.99257,,563.7642672,689.8815437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-13,03/31/1992,642.09391,16.2,,664.5741,776.20855,,562.948987,688.7909651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-20,03/31/1992,642.22562,16.2,,664.822,775.59385,,559.4860067,684.7623036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-27,03/31/1992,642.54847,16.2,,663.24496,775.54673,,561.8732809,684.3238091,851.615314, ,1486.380802,405.4737108,319.4992884,,,,1458.771072,864.4354337,, ,334.6389145,386.7025639,,,314.4152279,,339.785848,385.0147602,332.5036021,,,,,106.0,110.0,119.0,,,962.9175699,
1992-04-03,04/30/1992,639.08948,16.25,,665.25404,778.79628,,558.9792237,681.68235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-10,04/30/1992,634.50221,16.2,,667.50537,778.5222,,558.1426499,678.3653573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-17,04/30/1992,637.62506,16.2,,665.96144,778.00941,,560.0235129,681.949221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-24,04/30/1992,639.00393,16.25,,667.88326,778.54715,,567.9011526,684.6900631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-01,04/30/1992,643.03161,16.2,,667.79395,779.67981,,569.1574932,687.5283739,851.05814, ,1471.183121,405.5950174,320.5587931,,,,1453.820296,898.2937764,, ,324.2592351,387.9499814,,,313.1136911,,337.4168709,389.9950424,332.8626689,,,,,96.7,106.0,116.0,,,963.4960839,
1992-05-08,05/31/1992,639.56789,16.2,,663.85285,780.751,,567.8156927,685.0242685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-15,05/31/1992,637.89354,16.1,,663.85285,779.72913,,564.978377,679.2523985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-22,05/31/1992,636.79813,16.1,,668.34486,779.01169,,566.0039552,676.9963395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-29,05/31/1992,634.72666,16.1,,668.35737,782.03592,,564.6612296,675.617629,850.4416078, ,1486.012555,405.8717385,320.7612633,,,,1486.030993,891.2607964,, ,321.8875825,388.3623531,,,312.2364924,,332.5036021,388.567903,333.5769576,,,,,92.4,105.0,112.0,,,964.5778436,
1992-06-05,06/30/1992,634.42319,16.1,,668.66971,783.65278,,563.4253745,675.765306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-12,06/30/1992,633.89474,16.1,,668.90519,783.14982,,562.5532603,674.5577468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-19,06/30/1992,634.74242,16.1,,669.17735,783.32832,,560.4845727,672.0955711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-26,06/30/1992,631.37111,16.1,,667.20329,783.1657,,557.4812093,670.816955,849.6317299, ,1490.125879,406.2509839,322.644709,,,,1453.05192,864.2062173,, ,325.0374492,388.9777396,,,313.9832618,,331.0543013,387.9499814,334.2861805,,,,,88.7,101.0,107.0,,,965.3923021,
1992-07-03,07/31/1992,630.48144,16.1,,667.22861,782.09613,,558.0069391,670.7302338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-10,07/31/1992,626.12627,15.95,,666.7084,779.53173,,554.2713474,666.777071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-17,07/31/1992,624.25928,15.9,,666.83553,780.82011,,552.9151271,665.0020283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-24,07/31/1992,625.76484,15.5,,667.12732,781.46419,,551.777413,664.3646494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-07-31,07/31/1992,623.43127,14.5,,666.87364,780.08183,,549.1125414,661.2981453,849.125013, ,1486.608985,406.919768,324.5712479,,,,1469.630654,914.5268375,, ,325.8096538,386.4931398,,,315.2736022,,333.9321978,394.931879,334.6389145,,,,,88.6,94.0,100.0,,,966.2510933,
1992-08-07,08/31/1992,620.50021,14.1,,666.84823,778.82116,,543.118604,654.9479054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-14,08/31/1992,617.14918,14.6,,666.84823,779.14402,,536.4573162,648.5916857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-21,08/31/1992,612.92027,14.7,,667.36772,778.68425,,530.2657933,638.1714489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-08-28,08/31/1992,625.10557,14.5,,667.10198,779.52761,,546.5186819,645.9826204,848.1617117, ,1460.456183,406.919768,329.1382516,,,,1439.729419,872.0950029,, ,325.4242969,387.3282177,,,314.4152279,,333.5769576,393.1825633,334.9904087,,,,,91.0,90.0,99.0,,,967.1902219,
1992-09-04,09/30/1992,629.90963,14.5,,666.65114,781.3066,,549.388415,655.8963467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-11,09/30/1992,631.19526,14.5,,666.49191,781.3834,,553.3270905,660.8553779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-18,09/30/1992,628.23041,14.25,,666.68932,781.19329,,550.1829476,656.7333252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-25,09/30/1992,626.44834,14.2,,668.46117,781.20949,,550.5250232,654.4803534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-02,09/30/1992,624.05097,14.1,,668.46117,781.96363,,546.1753375,649.8221907,847.6464061, ,1462.893544,406.5087381,327.7899165,,,,1450.23189,880.7322268,, ,324.6490992,385.2273001,,,312.6760536,,333.5769576,391.6015027,335.3406718,,,,,95.5,99.0,104.0,,,967.9018123,
1992-10-09,10/31/1992,626.20068,13.8,,666.75927,783.03064,,547.3991881,650.9394873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-16,10/31/1992,625.17305,13.5,,666.38987,782.85956,,546.9451578,648.87489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-23,10/31/1992,634.79845,12.9,,666.19187,780.38025,,558.4510832,661.6921579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-30,10/31/1992,641.36065,12.5,,666.38349,779.10268,,561.618911,660.690691,847.7138608, ,1489.474803,406.2509839,327.2606147,,,,1442.56074,907.6923259,, ,322.6843995,386.0729711,,,313.1136911,,330.3216973,388.1563798,335.6897123,,,,,100.1,101.0,106.0,,,968.6201811,
1992-11-06,11/30/1992,646.91573,12.1,,666.20465,778.06373,,570.4015781,660.9093146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-13,11/30/1992,648.15312,12.4,,666.19826,777.92578,,574.8787707,669.7910407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-20,11/30/1992,645.44908,12.65,,666.72112,779.07787,,572.4042514,660.2710001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-11-27,11/30/1992,647.82792,12.65,,666.75927,778.68425,,579.633127,664.2173845,847.2862062, ,1470.083432,405.9925635,326.7284964,,,,1476.111303,892.172453,, ,322.6843995,385.4393893,,,313.1136911,,329.5836866,387.9499814,337.0738174,,,,,98.8,97.0,99.0,,,969.169187,
1992-12-04,12/31/1992,645.40658,12.9,,666.69568,775.22062,,575.9816182,665.9755352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-11,12/31/1992,647.0335,13.1,,666.94981,776.43385,,579.9274456,665.5967882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-18,12/31/1992,649.31485,13.3,,667.26657,778.26405,,584.7623045,671.2518681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-25,12/31/1992,653.36871,13.3,,667.12732,779.13162,,591.307048,677.2622605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-01,12/31/1992,651.9796,13.3,,667.00056,778.03867,,591.2286049,678.0058262,847.5747509, ,1472.753018,406.1304708,323.0013569,,,,1457.540056,948.4177038,, ,327.7144733,378.8724789,,,313.9832618,,329.2126287,388.1563798,337.7587516,,,,,95.4,94.0,94.0,,,970.7509164,
1993-01-08,01/31/1993,655.74883,13.2,,667.44351,776.96743,,595.4281756,686.4899969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-15,01/31/1993,654.14484,12.9,,667.62015,777.29211,,590.5062076,682.3993163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-22,01/31/1993,655.0966,12.65,,667.38035,776.56539,,594.4215695,687.1817172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-29,01/31/1993,652.2034,12.4,,667.63275,779.24315,,591.2177804,684.6262781,846.2130549, ,1465.173505,406.5087381,323.0013569,,,,1443.091087,901.3229998,, ,322.2867846,383.9452313,,,314.4152279,,331.7815773,388.567903,338.7774361,,,,,100.6,93.0,102.0,,,971.533704,
1993-02-05,02/28/1993,651.81291,12.4,,668.02271,778.7548,,591.8221585,682.272013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-12,02/28/1993,652.70803,12.35,,668.14818,778.57209,,593.0174079,682.4460623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-19,02/28/1993,648.39021,12.45,,668.06037,778.5222,,588.846236,676.6226276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-26,02/28/1993,646.87851,12.2,,667.87194,780.40066,,586.2636363,677.145434,845.5097493, ,1471.734693,406.5087381,324.5712479,,,,1451.524833,908.4777149,, ,316.5475048,385.6510295,,,313.1136911,,329.5836866,390.6004933,339.1147046,,,,,108.2,103.0,103.0,,,972.2636913,
1993-03-05,03/31/1993,642.25487,11.95,,667.63275,781.91541,,579.8547051,669.224502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-12,03/31/1993,644.27949,11.75,,667.64535,780.83231,,585.8532975,669.8588595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-19,03/31/1993,650.52308,11.5,,667.54448,782.11217,,590.5743247,680.7094812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-26,03/31/1993,649.07539,10.95,,667.62015,782.25249,,589.5724275,679.5895914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-02,03/31/1993,652.41055,10.95,,667.85937,782.78388,,591.3989374,687.0468694,844.8548073, ,1473.947299,407.1758064,323.3567374,,,,1482.408498,938.303238,, ,327.336401,385.4393893,,,316.1246712,,337.0738174,390.6004933,339.785848,,,88.0,,102.6,106.0,103.0,,,972.2031621,
1993-04-09,04/30/1993,655.52573,11.05,,667.98504,781.10823,,595.9251225,690.2179765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-16,04/30/1993,656.08326,11.1,,667.94735,780.38433,,591.9377608,689.0792216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-23,04/30/1993,660.08224,11.2,,667.95992,780.38025,,594.704233,694.3643523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-30,04/30/1993,658.14294,11.15,,667.94735,781.3834,,593.0546132,695.3856116,844.9665931, ,1480.565789,407.4481933,328.6534473,,,,1473.120165,921.1539653,, ,329.2126287,383.7299459,,,315.7000421,,340.1197382,390.6004933,340.4525172,,,,,102.0,109.0,114.0,,,973.0734075,
1993-05-07,05/31/1993,655.65653,11.15,,668.1231,781.08797,,591.3557058,695.66502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-14,05/31/1993,656.10448,11.25,,668.49867,779.32569,,593.6876357,700.1819228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-21,05/31/1993,659.02873,11.35,,668.78565,779.77842,,596.9781152,703.9546408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-28,05/31/1993,660.28864,11.35,,668.61106,778.55962,,597.462353,706.5895134,846.5715842, ,1478.730071,407.5841091,329.0265821,,,,1459.625441,927.0400128,, ,329.9533728,385.4393893,,,315.2736022,,339.4508394,385.4393893,341.1147713,,,,,105.7,109.0,115.0,,,973.730309,
1993-06-04,06/30/1993,663.35158,11.4,,668.92261,777.95924,,603.1045772,710.3782483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-11,06/30/1993,664.44145,11.8,,668.06037,776.02112,,602.2914763,713.2273884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-18,06/30/1993,663.60647,11.85,,668.71086,775.18623,,601.6864227,711.5557755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-25,06/30/1993,663.33316,12.35,,668.78565,775.30655,,600.228084,712.0953539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-02,06/30/1993,661.59045,12.3,,668.84792,774.97534,,600.3022496,710.7089627,845.7369718, ,1486.476207,407.6689627,329.1382516,,,,1460.62244,923.7371711,, ,329.5836866,384.1600541,,,316.1246712,,337.4168709,389.1820298,342.1000009,,,87.0,,109.6,115.0,111.0,,,974.626633,
1993-07-09,07/31/1993,664.69877,12.05,,669.00967,774.82443,,606.7244335,712.4615129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-16,07/31/1993,663.22257,12.15,,669.38192,772.44466,,604.4056997,712.143822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-23,07/31/1993,660.90931,12.3,,669.51807,774.2619,,601.1536746,712.3761419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-30,07/31/1993,659.37292,12.3,,669.40669,774.51327,,599.2638857,709.695314,845.2883821, ,1484.22537,407.5841091,327.978276,,,,1466.929753,919.0953658,, ,321.8875825,386.2832761,,,317.3878459,,333.5769576,391.8005077,342.4262655,,,,,106.5,107.0,119.0,,,976.6544633,
1993-08-06,08/31/1993,658.13047,12.35,,669.27039,773.98815,,597.637629,708.7063968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-13,08/31/1993,654.18522,12.45,,669.6849,775.57672,,595.7804346,703.1131532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-20,08/31/1993,659.28527,12.5,,669.77747,775.06147,,599.8713212,708.3169703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-08-27,08/31/1993,653.06881,13.0,15.15,669.61697,776.46781,,594.8583142,700.2465279,845.6286672, ,1473.197727,407.8045789,326.5759411,,,,1480.622731,888.1002624,, ,326.1935314,386.9115504,,,316.1246712,,336.0375387,389.3859035,343.0756184,,,,,99.5,99.0,110.0,,,978.3391218,
1993-09-03,09/30/1993,652.26221,13.5,15.3,669.38192,774.36599,,592.9482755,699.3070218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-10,09/30/1993,654.6441,13.5,15.25,669.36953,771.98848,,595.3347225,703.2368271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-17,09/30/1993,653.42829,13.0,14.5,669.62932,772.72708,,592.8072036,701.9144585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-24,09/30/1993,655.42183,12.5,14.0,669.56753,773.22377,,595.4904292,704.1761559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-01,09/30/1993,657.76805,12.5,14.0,669.55517,775.581,,597.926544,706.611708,845.7321691, ,1479.500029,408.0752609,324.4543572,,,,1486.659241,920.2409002,, ,329.5836866,385.8622229,,,319.8673118,,341.1147713,395.1243719,343.0756184,,,81.0,94.0,106.8,108.0,102.0,,,980.0651625,
1993-10-08,10/31/1993,657.1695,12.3,13.75,669.87612,775.72222,,597.2842223,705.6813012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-15,10/31/1993,659.94214,12.3,13.7,669.87612,775.42242,,599.0163701,707.3752652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-22,10/31/1993,660.25743,12.4,13.8,669.57989,774.26624,,598.5873949,706.5809758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-29,10/31/1993,661.03191,12.5,13.65,669.56753,771.92631,,599.2214266,706.2628555,845.7653245, ,1478.87293,407.8045789,325.3083996,,,,1454.383538,894.6374826,, ,333.9321978,382.8641396,,,319.4583132,,344.3618098,392.5925911,344.0418095,,,,,104.9,108.0,110.0,,,981.2802162,
1993-11-05,11/30/1993,665.06671,12.4,13.4,669.34476,771.60598,,602.5576077,708.0464115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-12,11/30/1993,667.3892,12.4,13.3,669.1339,771.35613,,606.840244,712.6095312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-19,11/30/1993,673.38304,12.2,12.85,669.39431,771.8241,,613.671142,713.1458674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-26,11/30/1993,669.70836,12.1,12.8,669.39431,770.00688,,607.1984064,711.3019951,845.3396007, ,1482.661862,407.8045789,323.9070532,,,,1513.572756,929.090602,, ,336.0375387,381.1097087,,,321.4867803,,345.6316681,396.8403339,345.3157121,,,,,105.6,102.0,109.0,,,983.0669517,
1993-12-03,12/31/1993,669.31502,12.1,12.5,669.55517,766.34077,,606.7035734,711.5029577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-10,12/31/1993,675.89304,11.9,12.4,669.61697,766.96353,,609.6635045,716.8726266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-17,12/31/1993,677.31948,11.9,12.6,669.7528,765.46802,,606.3599145,709.7143475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-24,12/31/1993,675.85822,12.0,12.65,669.76513,764.80723,,611.6046639,711.4102559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,12/31/1993,676.40927,12.0,12.6,669.46858,764.88351,,612.6869184,712.8070835,845.7381539, ,1485.215524,408.0752609,323.0013569,,,,1488.767048,943.5641594,, ,337.7587516,379.7733859,,,323.4749174,,345.6316681,403.6008985,346.5735903,,,84.0,86.0,111.3,104.0,106.0,,,984.7187006,
1994-01-07,01/31/1994,679.7103,11.9,12.4,670.07311,768.81346,,616.2830476,719.7390443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-14,01/31/1994,677.8819,11.9,12.4,669.71577,769.5758,,611.3084656,712.2100236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-21,01/31/1994,676.87231,11.9,12.4,669.76513,768.93253,,617.0760699,712.682655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-28,01/31/1994,683.16838,11.9,12.35,669.5057,772.40047,,623.4057722,711.3459648,845.3243848, ,1488.959208,409.1005661,322.4460203,,,,1493.682464,858.6905804,, ,339.785848,389.3859035,,,323.0804396,,352.0460802,397.4058396,347.8158423,,,,,118.9,97.0,111.0,,,985.1978445,
1994-02-04,02/28/1994,687.15269,11.85,12.25,669.40669,772.67418,,626.9134162,708.86842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-11,02/28/1994,682.76292,11.9,12.4,669.53909,771.22202,,622.4934596,705.4924502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-18,02/28/1994,683.02153,11.9,12.6,669.76513,770.02952,,619.1871571,701.868824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-02-25,02/28/1994,682.41128,11.9,12.75,669.46623,771.38293,,618.6002841,699.3373186,845.6137403, ,1479.456161,409.3344062,321.5269329,,,,1472.792515,875.8098072,, ,340.4525172,387.9499814,,,323.4749174,,354.3853682,397.4058396,349.0428515,,,,,111.9,93.0,103.0,,,985.9232589,
1994-03-04,03/31/1994,679.85541,12.0,12.85,669.38192,770.13811,,616.2430202,697.3814518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-11,03/31/1994,680.44704,12.1,12.75,669.61981,768.83179,,616.1544817,696.2745232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-18,03/31/1994,679.4665,12.1,12.75,669.24559,769.92081,,616.9506125,701.4418945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-25,03/31/1994,676.62263,12.1,12.75,669.45868,770.1788,,615.4135965,703.812543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-01,03/31/1994,675.99627,12.1,12.7,669.35306,769.31169,,612.8047529,705.3784497,845.7117303, ,1498.442348,409.234256,323.5536266,,,,1475.732484,923.5130541,, ,341.1147713,389.9950424,,,324.6490992,,354.3853682,400.5513349,349.9533282,,,93.0,93.0,115.4,96.0,107.0,,,986.5240365,
1994-04-08,04/30/1994,677.1397,12.1,12.75,669.60362,770.19236,,614.7164027,702.6453451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-15,04/30/1994,679.0637,12.1,12.7,669.60362,772.17918,,616.323059,705.292864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-22,04/30/1994,678.54181,12.1,12.65,669.57989,772.72708,,616.938058,700.2001256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-29,04/30/1994,680.25503,12.05,12.6,669.34501,771.89966,,618.1361505,698.0020125,846.2005677, ,1500.368045,409.3344062,324.29829,,,,1479.579701,896.7759127,, ,342.1000009,387.5359021,,,323.8678452,,353.8056564,399.6364154,350.2549876,,,,,112.4,99.0,109.0,,,987.5612632,
1994-05-06,05/31/1994,683.28593,12.0,12.5,669.20837,771.72623,,620.613228,702.8130508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-13,05/31/1994,685.69356,11.95,12.48,669.20837,772.18361,,625.3136264,712.332623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-20,05/31/1994,685.48818,11.95,12.5,669.24819,773.19307,,622.6833068,712.6874745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-27,05/31/1994,686.05169,11.95,12.48,669.2245,771.64608,,622.2397681,714.4233527,846.4412867, ,1508.465996,409.234256,324.7657626,,,,1479.826523,902.9657472,, ,344.9987546,393.3784497,,,327.336401,,357.2345638,404.1295341,350.85559,,,,,113.3,99.0,104.0,,,988.4131426,
1994-06-03,06/30/1994,684.84616,11.95,12.44,669.22078,772.2279,,623.5938969,713.3854458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-10,06/30/1994,683.40442,11.95,12.43,669.22078,773.79215,,623.3940027,713.3623116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-17,06/30/1994,682.27855,11.95,12.55,669.24559,778.00523,,622.0232253,712.9297549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-24,06/30/1994,683.4593,11.95,12.55,669.23319,775.24211,,623.9924906,714.189416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-01,06/30/1994,684.01079,11.95,12.57,669.09665,776.08932,,629.1976464,713.0346678,846.6541039, ,1498.317398,409.6176217,325.3083996,,,,1499.538829,930.5377787,, ,349.6507561,397.5936331,,,328.4663565,,361.8993327,403.2469159,351.1545439,,,95.0,98.0,115.6,97.0,100.0,,,988.7764592,
1994-07-08,07/31/1994,685.53666,11.95,12.55,669.24559,774.19245,,630.5928511,715.8296075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-15,07/31/1994,685.67146,11.95,12.62,669.19597,776.31063,,629.9335202,716.1691822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-22,07/31/1994,684.49007,12.0,12.8,669.09665,775.93581,,626.8281558,716.0271207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
