=== GPU 메모리 모니터링 시작 ===
로그 파일: gpu_monitor.log
샘플링 간격: 1초
종료: Ctrl+C

timestamp,memory_used_mb,memory_total_mb,memory_percent,gpu_util,temperature,power_watts
2025-12-10 03:10:24,2,32607,0,0,36,11.27
2025-12-10 03:10:25,2,32607,0,0,36,11.43
2025-12-10 03:10:26,2,32607,0,0,36,11.44
2025-12-10 03:10:27,2,32607,0,0,36,11.51
2025-12-10 03:10:28,2,32607,0,0,36,11.54
2025-12-10 03:10:30,2,32607,0,0,36,11.76
2025-12-10 03:10:31,2,32607,0,0,36,11.65
2025-12-10 03:10:32,2,32607,0,0,36,11.50
2025-12-10 03:10:33,2,32607,0,0,36,11.60
2025-12-10 03:10:34,2,32607,0,0,36,11.74
2025-12-10 03:10:35,2,32607,0,0,36,11.67
2025-12-10 03:10:36,2,32607,0,0,36,11.51
2025-12-10 03:10:37,2,32607,0,0,36,11.60
2025-12-10 03:10:38,2,32607,0,0,36,11.64
2025-12-10 03:10:39,2,32607,0,0,36,11.38
2025-12-10 03:10:40,2,32607,0,0,36,11.56
2025-12-10 03:10:41,2,32607,0,0,36,11.73
2025-12-10 03:10:42,2,32607,0,0,36,11.51
2025-12-10 03:10:43,2,32607,0,0,36,11.61
2025-12-10 03:10:44,2,32607,0,0,36,11.58
2025-12-10 03:10:45,2,32607,0,0,36,11.82
2025-12-10 03:10:46,2,32607,0,0,36,11.88
2025-12-10 03:10:47,2,32607,0,0,36,12.02
2025-12-10 03:10:48,2,32607,0,0,36,12.16
2025-12-10 03:10:49,2,32607,0,0,36,11.98
2025-12-10 03:10:50,2,32607,0,0,36,11.67
2025-12-10 03:10:51,2,32607,0,0,36,11.66
2025-12-10 03:10:52,2,32607,0,0,36,11.59
2025-12-10 03:10:53,2,32607,0,0,36,11.54
2025-12-10 03:10:54,2,32607,0,0,36,11.52
2025-12-10 03:10:56,2,32607,0,0,36,11.24
2025-12-10 03:10:57,2,32607,0,0,36,11.37
2025-12-10 03:10:58,2,32607,0,0,36,11.76
2025-12-10 03:10:59,2,32607,0,0,36,11.90
2025-12-10 03:11:00,2,32607,0,0,36,11.84
2025-12-10 03:11:01,2,32607,0,0,36,11.60
2025-12-10 03:11:02,2,32607,0,0,36,11.73
2025-12-10 03:11:03,2,32607,0,0,36,11.78
2025-12-10 03:11:04,2,32607,0,0,36,11.50
2025-12-10 03:11:05,2,32607,0,0,36,11.57
2025-12-10 03:11:06,2,32607,0,0,36,11.84
2025-12-10 03:11:07,2,32607,0,0,36,11.81
2025-12-10 03:11:08,2,32607,0,0,36,11.57
2025-12-10 03:11:09,2,32607,0,0,36,11.12
2025-12-10 03:11:10,2,32607,0,0,36,11.22
2025-12-10 03:11:11,2,32607,0,0,36,11.28
2025-12-10 03:11:12,2,32607,0,0,36,11.36
2025-12-10 03:11:13,2,32607,0,0,36,11.72
2025-12-10 03:11:14,2,32607,0,0,36,11.46
2025-12-10 03:11:15,2,32607,0,0,36,11.35
2025-12-10 03:11:16,2,32607,0,0,36,11.23
2025-12-10 03:11:17,2,32607,0,0,36,11.47
2025-12-10 03:11:18,2,32607,0,0,36,11.55
2025-12-10 03:11:19,2,32607,0,0,36,11.66
2025-12-10 03:11:20,2,32607,0,0,36,11.62
2025-12-10 03:11:22,2,32607,0,0,36,11.59
2025-12-10 03:11:23,2,32607,0,0,36,11.11
2025-12-10 03:11:24,2,32607,0,0,36,11.07
2025-12-10 03:11:25,2,32607,0,0,36,11.21
2025-12-10 03:11:26,2,32607,0,0,36,11.30
2025-12-10 03:11:27,2,32607,0,0,36,11.33
2025-12-10 03:11:28,2,32607,0,0,36,11.14
2025-12-10 03:11:29,2,32607,0,0,36,11.14
2025-12-10 03:11:30,2,32607,0,0,36,10.95
2025-12-10 03:11:31,2,32607,0,0,36,10.90
2025-12-10 03:11:32,2,32607,0,0,36,10.78
2025-12-10 03:11:33,2,32607,0,0,36,10.76
2025-12-10 03:11:34,2,32607,0,0,36,10.83
2025-12-10 03:11:35,2,32607,0,0,36,10.70
2025-12-10 03:11:36,2,32607,0,0,36,10.99
2025-12-10 03:11:37,2,32607,0,0,36,11.09
2025-12-10 03:11:38,2,32607,0,0,36,11.30
2025-12-10 03:11:39,2,32607,0,0,36,11.49
2025-12-10 03:11:40,2,32607,0,0,36,11.42
2025-12-10 03:11:41,2,32607,0,0,36,11.48
2025-12-10 03:11:42,2,32607,0,0,36,11.32
2025-12-10 03:11:43,2,32607,0,0,36,11.29
2025-12-10 03:11:44,2,32607,0,0,36,11.73
2025-12-10 03:11:45,2,32607,0,0,36,11.58
2025-12-10 03:11:46,2,32607,0,0,36,11.36
